set_id,regression,F0.5,ROC-AUC,PR-AUC,Prec,Rec,Acc,reasoning_experiment
set_03,LLM Engineered + Reasoning,0.2651077907791084,0.7047106998372288,0.2140758614089254,0.2788718939341833,0.2222468354430379,0.8784090909090908,A+E
set_03,LLM Engineered + Reasoning,0.2015566233470077,0.6606845283387853,0.1723167396798085,0.2081880069984109,0.1816772151898734,0.8627272727272727,B+E
set_03,LLM Engineered + Reasoning,0.253835877082449,0.6991659931859305,0.2104213655540633,0.2982407175636212,0.1616139240506329,0.8895454545454546,A+B+E
set_04,LLM Engineered Only,0.2293114890705211,0.6539293039554986,0.1706532507193141,0.227010128638753,0.2399050632911392,0.8579545454545453,
set_04,LLM Engineered + Reasoning,0.2734584542533413,0.6906132353594795,0.2018553297630764,0.272632371499814,0.2803481012658227,0.8677272727272728,A
set_04,LLM Engineered + Reasoning,0.2255431373085883,0.644993492163672,0.1706538152333238,0.2292770416746015,0.2121202531645569,0.8645454545454545,B
set_04,LLM Engineered + Reasoning,0.2390931807926753,0.6563811176496153,0.1788294628829514,0.2199602270165891,0.3686392405063291,0.8247727272727273,E
set_04,LLM Engineered + Reasoning,0.2623472104298395,0.6857382359027087,0.1980034973697118,0.2623315250150693,0.265126582278481,0.8659090909090909,A+B
set_04,LLM Engineered + Reasoning,0.2686012257290245,0.7060495567743642,0.2096183923495696,0.2584600406056436,0.3258227848101266,0.8549999999999999,A+E
set_04,LLM Engineered + Reasoning,0.228940090517764,0.6469242475781856,0.1738515224496195,0.2190697285480694,0.2802215189873417,0.845,B+E
set_04,LLM Engineered + Reasoning,0.2583415326352073,0.6981797655521579,0.2027219672047261,0.2406827313508521,0.3713291139240506,0.8379545454545456,A+B+E
set_05,LLM Engineered Only,0.2356392897747678,0.6655329697401587,0.1851562813698946,0.2298599262565746,0.2626582278481013,0.8538636363636364,
set_05,LLM Engineered + Reasoning,0.2687767276691107,0.7033146460022281,0.218352353191945,0.282542465715126,0.2272468354430379,0.8781818181818182,A
set_05,LLM Engineered + Reasoning,0.2322334530694369,0.6654103378243572,0.1869183551399494,0.2277345716299204,0.2525632911392405,0.8550000000000001,B
set_05,LLM Engineered + Reasoning,0.2462180569597619,0.6787887126604009,0.1917230904528454,0.2531448322413822,0.2247468354430379,0.8699999999999999,E
set_05,LLM Engineered + Reasoning,0.2673916707337671,0.69980129923138,0.2160865616595817,0.2602038868020475,0.3030379746835442,0.8593181818181816,A+B
set_05,LLM Engineered + Reasoning,0.2833348560798686,0.7171631260963354,0.2233718174731113,0.2973289094979213,0.2424367088607595,0.8806818181818181,A+E
set_05,LLM Engineered + Reasoning,0.2407073189452495,0.66919656380375,0.1867064263358739,0.2476735431755511,0.2196835443037974,0.8684090909090909,B+E
set_05,LLM Engineered + Reasoning,0.2747096282960299,0.7101464409598761,0.2182359586623104,0.2799956750679918,0.257626582278481,0.8740909090909093,A+B+E
set_06,LLM Engineered Only,0.2340788618740687,0.6666127228968142,0.1786834207605991,0.2555189255189255,0.1793354430379747,0.8781818181818182,
set_06,LLM Engineered + Reasoning,0.2766104930947789,0.6976553227324624,0.2168414464448158,0.2912168787930823,0.2324050632911392,0.8793181818181818,A
set_06,LLM Engineered + Reasoning,0.2260130420123004,0.6615458867179475,0.1750600403729741,0.2504070030981639,0.1667721518987341,0.8797727272727272,B
set_06,LLM Engineered + Reasoning,0.23079162179305,0.6736156050733657,0.1806594390228158,0.2322737875843703,0.2273734177215189,0.8622727272727273,E
set_06,LLM Engineered + Reasoning,0.2829415337003871,0.6945361551867524,0.2130311180576317,0.2888095238095238,0.2627215189873418,0.8754545454545454,A+B
set_06,LLM Engineered + Reasoning,0.2828230745756525,0.7106370175630937,0.2234060514559296,0.311710291318987,0.2071835443037974,0.8879545454545456,A+E
set_06,LLM Engineered + Reasoning,0.2320210427342708,0.6658980119786975,0.1782493927086154,0.2339020971400834,0.2273101265822784,0.8627272727272727,B+E
set_06,LLM Engineered + Reasoning,0.27931289936498,0.7049840397041278,0.2191463084292597,0.2735433852214723,0.305759493670886,0.8647727272727271,A+B+E
set_07,LLM Engineered Only,0.2211461446731558,0.6521578373156972,0.1727085576870375,0.2390269717424972,0.1715822784810126,0.8763636363636363,
set_07,LLM Engineered + Reasoning,0.2621728611912916,0.6935256113056859,0.2092711422055617,0.2630781850721495,0.2600949367088607,0.8681818181818182,A
set_07,LLM Engineered + Reasoning,0.2163540356853478,0.6309588239433699,0.1681118484912321,0.2422523647545708,0.1538607594936709,0.8809090909090909,B
set_07,LLM Engineered + Reasoning,0.230392520306879,0.6512843591969689,0.1757066858285472,0.2272949542944783,0.2448101265822784,0.8574999999999999,E
set_07,LLM Engineered + Reasoning,0.2537141664253573,0.686144474223281,0.2062084398652455,0.2607168536273014,0.2298417721518987,0.8724999999999999,A+B
set_07,LLM Engineered + Reasoning,0.2738511475116733,0.7044855738327487,0.2205127120682783,0.2798180534325112,0.2550949367088607,0.8747727272727273,A+E
set_07,LLM Engineered + Reasoning,0.2226735892144843,0.6412047312052576,0.1718565920076346,0.2092547032597969,0.300379746835443,0.835,B+E
set_07,LLM Engineered + Reasoning,0.2695029417655482,0.6967546303621661,0.2158832847765358,0.2924159432397418,0.2070886075949367,0.8836363636363636,A+B+E
set_08,LLM Engineered Only,0.226576597648135,0.664489350781855,0.1789408288054034,0.2154387338890956,0.287753164556962,0.8418181818181818,
set_08,LLM Engineered + Reasoning,0.2667461421890181,0.6982892437657043,0.2159797912993482,0.266530068362853,0.2702215189873417,0.8679545454545454,A
set_08,LLM Engineered + Reasoning,0.2163086748671062,0.6561349166735805,0.1772558676876018,0.2363608788137089,0.1616139240506329,0.8775000000000001,B
set_08,LLM Engineered + Reasoning,0.2279920323262001,0.6641505806379289,0.1872597527597637,0.2101984580646473,0.3484493670886076,0.823409090909091,E
set_08,LLM Engineered + Reasoning,0.2697908380767725,0.6925436010564328,0.2105358899302745,0.275602340909268,0.25,0.8734090909090909,A+B
set_08,LLM Engineered + Reasoning,0.2826016166585013,0.7051274962369032,0.2231713310749982,0.3119540873460246,0.2071835443037974,0.8884090909090909,A+E
set_08,LLM Engineered + Reasoning,0.2262194540740247,0.6563193837509285,0.182817455481666,0.2087701128810323,0.3433227848101265,0.8231818181818182,B+E
set_08,LLM Engineered + Reasoning,0.2690044150597956,0.6987719600153686,0.2183350650464534,0.2899861144034872,0.2096518987341772,0.8831818181818182,A+B+E
set_09,LLM Engineered Only,0.235901299209606,0.6623391582811834,0.168810829423168,0.2254445121394174,0.2903164556962025,0.8463636363636364,
set_09,LLM Engineered + Reasoning,0.2556499451749118,0.700673943122916,0.2042148841128192,0.2454196775758522,0.3081962025316455,0.8524999999999998,A
set_09,LLM Engineered + Reasoning,0.2208450942614436,0.6557118363467739,0.1662288660036111,0.2120489485160495,0.265126582278481,0.8450000000000001,B
set_09,LLM Engineered + Reasoning,0.2262867480830323,0.6703444524941135,0.1768395540101149,0.2164184715628538,0.2778164556962025,0.8438636363636363,E
set_09,LLM Engineered + Reasoning,0.2497411475719435,0.6961013618261982,0.2021284939967852,0.2357247295704193,0.3283544303797468,0.8440909090909091,A+B
set_09,LLM Engineered + Reasoning,0.278772219966399,0.7104749548625926,0.214891687283238,0.3166492737607391,0.1893670886075949,0.8904545454545454,A+E
set_09,LLM Engineered + Reasoning,0.2193110398608594,0.6621426373925394,0.1725359126219557,0.2103931603953076,0.2651582278481013,0.8436363636363635,B+E
set_09,LLM Engineered + Reasoning,0.2690856773640439,0.7040022940074906,0.2091386766109785,0.2900985949521388,0.2096202531645569,0.8825,A+B+E
set_10,LLM Engineered Only,0.2355406859352577,0.669793319194559,0.1917667096321428,0.2603844592704101,0.1715506329113924,0.8825000000000001,
set_10,LLM Engineered + Reasoning,0.278354563779461,0.6983943704911977,0.2277783206789088,0.3025428198831937,0.2119936708860759,0.8856818181818182,A
set_10,LLM Engineered + Reasoning,0.2288374221738047,0.6652244401035494,0.1903610449434782,0.2547410546139359,0.1639240506329114,0.8813636363636362,B
set_10,LLM Engineered + Reasoning,0.2351208056298661,0.678949619838335,0.1952578842448809,0.2478725549849797,0.1969303797468354,0.8722727272727273,E
set_10,LLM Engineered + Reasoning,0.2744634379329235,0.6957628695686957,0.2232116818845719,0.3047233115468409,0.1968987341772151,0.8877272727272727,A+B
set_10,LLM Engineered + Reasoning,0.2852692062370033,0.7122922717005247,0.240859621772934,0.3411267568781534,0.1742405063291139,0.8963636363636363,A+E
set_10,LLM Engineered + Reasoning,0.2275563940986732,0.6707156467785522,0.1913307019130448,0.2298896431230515,0.2196202531645569,0.8627272727272727,B+E
set_10,LLM Engineered + Reasoning,0.2749330397011698,0.7051876142262834,0.2330579438650903,0.3346482974389951,0.1615822784810126,0.8961363636363636,A+B+E
set_01,LLM Engineered Only,0.2420030720765506,0.6772232662593436,0.1838103156553744,0.2450605138607167,0.2322468354430379,0.865909090909091,
set_01,LLM Engineered + Reasoning,0.2720478316463185,0.7160136423862971,0.2204105790840912,0.2865009065009064,0.2272151898734176,0.8802272727272726,A
set_01,LLM Engineered + Reasoning,0.2345685607693945,0.6756582941220627,0.1844157277494839,0.2965688960850251,0.1287974683544303,0.8938636363636364,B
set_01,LLM Engineered + Reasoning,0.2442022933839768,0.6852500774595442,0.1872896409220838,0.2337095139942769,0.297879746835443,0.8486363636363636,E
set_01,LLM Engineered + Reasoning,0.2810595490249604,0.7127400774743596,0.218238339337489,0.300256734006734,0.2247151898734177,0.8831818181818182,A+B
set_01,LLM Engineered + Reasoning,0.2716697820410855,0.7208378295672735,0.2232883382552778,0.2878325390363062,0.2247784810126582,0.8806818181818181,A+E
set_01,LLM Engineered + Reasoning,0.2443159113614766,0.6834969694231103,0.1882026313394487,0.2899115576901303,0.1515506329113924,0.8904545454545454,B+E
set_01,LLM Engineered + Reasoning,0.2809580820323575,0.7210358314468466,0.2243305960698047,0.2923925337801452,0.2449999999999999,0.8788636363636364,A+B+E
set_02,LLM Engineered Only,0.2096358415796653,0.6401381554060194,0.1650569281070878,0.1958968704981368,0.293006329113924,0.8270454545454546,
set_02,LLM Engineered + Reasoning,0.2586307215483716,0.6780375952626464,0.2095176952624705,0.2773326644090472,0.2071518987341772,0.8806818181818181,A
set_02,LLM Engineered + Reasoning,0.1960887156614865,0.6311360326391852,0.1599179273469211,0.1897327561766334,0.2298101265822784,0.8404545454545455,B
set_02,LLM Engineered + Reasoning,0.2022116370004366,0.6503939731437365,0.1692531450795154,0.1987564484695632,0.2222468354430379,0.8470454545454545,E
set_02,LLM Engineered + Reasoning,0.2593471345925088,0.6713845642659887,0.204521560553863,0.260287715414803,0.2575949367088607,0.8672727272727272,A+B
set_02,LLM Engineered + Reasoning,0.2643870107722129,0.6850136617943947,0.212259291103052,0.2695735898156506,0.2475316455696203,0.8715909090909092,A+E
set_02,LLM Engineered + Reasoning,0.1935706894137423,0.6441384338603646,0.1633701034122546,0.1967191194983401,0.1868670886075949,0.8552272727272727,B+E
set_02,LLM Engineered + Reasoning,0.2628172231796351,0.6809317744877843,0.2096765582515978,0.2774137711467354,0.2196835443037974,0.8777272727272727,A+B+E
set_03,LLM Engineered Only,0.2180457290194088,0.6593628324809574,0.1744568174751282,0.2736456783011353,0.1211075949367088,0.8918181818181818,
set_03,LLM Engineered + Reasoning,0.2713043088962102,0.7015114509009702,0.2182325670017935,0.2763443967495164,0.2549367088607595,0.8722727272727273,A
set_03,LLM Engineered + Reasoning,0.21366785124331,0.6537559307046967,0.1717390230531629,0.2744038377814469,0.1135126582278481,0.8934090909090908,B
set_03,LLM Engineered + Reasoning,0.2233929971192829,0.6658568678985131,0.1778815958148372,0.2307431490426548,0.1993987341772152,0.8663636363636364,E
set_03,LLM Engineered + Reasoning,0.2641343564725787,0.6970209499547638,0.2141905466097786,0.2752802875790009,0.2297151898734177,0.8761363636363637,A+B
set_03,LLM Engineered + Reasoning,0.2630134707925967,0.700978979721748,0.2183585821597257,0.2630922035983306,0.2651582278481013,0.8668181818181819,A+E
set_03,LLM Engineered + Reasoning,0.2164242688608747,0.6626987583015297,0.176253658977597,0.2346017537449762,0.1665506329113924,0.875,B+E
set_03,LLM Engineered + Reasoning,0.2621151949527219,0.6995751459311146,0.2178153369522729,0.2631654121219226,0.260126582278481,0.8677272727272728,A+B+E
set_04,LLM Engineered Only,0.2384055838968474,0.6530710352417469,0.1713406912500824,0.2313014999013643,0.2726265822784809,0.8529545454545454,
set_04,LLM Engineered + Reasoning,0.2746351109131404,0.6968214965667915,0.214441460246292,0.3118967402010398,0.1867405063291139,0.89,A
set_04,LLM Engineered + Reasoning,0.2353191397526346,0.6491061857754943,0.1701838318340673,0.2280708039691705,0.2700949367088607,0.8520454545454544,B
set_04,LLM Engineered + Reasoning,0.2373381229578267,0.6603280858381139,0.1758516656460631,0.2271136064220313,0.2902848101265823,0.8470454545454544,E
set_04,LLM Engineered + Reasoning,0.2710010046597483,0.6959073389276063,0.212917112006869,0.3134123715084813,0.1766139240506329,0.8915909090909089,A+B
set_04,LLM Engineered + Reasoning,0.2682583980914657,0.7040067622898196,0.216361510657353,0.2604742137993369,0.3055379746835443,0.8597727272727272,A+E
set_04,LLM Engineered + Reasoning,0.2336218221571765,0.6558386530780353,0.1741967327754993,0.2375272635767422,0.2196518987341772,0.8663636363636364,B+E
set_04,LLM Engineered + Reasoning,0.268949896685459,0.7037966406706807,0.214412664110167,0.2658331989241381,0.2828164556962025,0.8652272727272727,A+B+E
set_05,LLM Engineered Only,0.2388759892517525,0.6684055265421783,0.1850235123855109,0.2312824466216543,0.2752215189873418,0.8525,
set_05,LLM Engineered + Reasoning,0.2783256717008491,0.7076349612924508,0.2222832149583491,0.3403389103389103,0.1614873417721519,0.896590909090909,A
set_05,LLM Engineered + Reasoning,0.2336959052704569,0.6688189943049826,0.1862439937485431,0.2126655203319611,0.3887341772151899,0.8147727272727273,B
set_05,LLM Engineered + Reasoning,0.2431812988183916,0.6818632077782517,0.1880859181141968,0.2527181858632087,0.2121202531645569,0.8720454545454546,E
set_05,LLM Engineered + Reasoning,0.2822943471457438,0.7058270233312,0.2216213494095513,0.348406862745098,0.1615189873417721,0.8975000000000002,A+B
set_05,LLM Engineered + Reasoning,0.2834791573016829,0.712798286087209,0.2249998224104124,0.3230180798556958,0.1918670886075949,0.8913636363636364,A+E
set_05,LLM Engineered + Reasoning,0.2325723819872745,0.6769929901211302,0.1862127295396409,0.2276983162597188,0.2549683544303797,0.8554545454545457,B+E
set_05,LLM Engineered + Reasoning,0.2819066480144517,0.711334596612818,0.2232917213343867,0.3162418657066469,0.1969303797468354,0.8895454545454544,A+B+E
set_06,LLM Engineered Only,0.2371654946684384,0.6699928980437823,0.1793428678615092,0.2450705180406503,0.2121202531645569,0.8693181818181819,
set_06,LLM Engineered + Reasoning,0.2672189535266028,0.7127600369741541,0.2239892583617821,0.292858441794612,0.1994620253164557,0.8852272727272729,A
set_06,LLM Engineered + Reasoning,0.2281871839315971,0.6712497984125855,0.1771119097157663,0.268980463980464,0.1439873417721519,0.8879545454545454,B
set_06,LLM Engineered + Reasoning,0.2326012724950401,0.6801499995555398,0.1841932387538691,0.2362433708129515,0.2222468354430379,0.8643181818181818,E
set_06,LLM Engineered + Reasoning,0.2728106812017018,0.7107557917614848,0.2217979919351104,0.3253142362527304,0.1666772151898734,0.8940909090909092,A+B
set_06,LLM Engineered + Reasoning,0.2681200782669405,0.7170345423886676,0.2239090474285761,0.3060459044501598,0.1819303797468354,0.89,A+E
set_06,LLM Engineered + Reasoning,0.2263313013588431,0.6763153872631521,0.1822985788981798,0.2341271666929561,0.2020569620253164,0.8681818181818182,B+E
set_06,LLM Engineered + Reasoning,0.2780560241241515,0.716106023769734,0.22279464153761,0.3065811965811965,0.2045886075949367,0.8872727272727273,A+B+E
set_07,LLM Engineered Only,0.221140170737121,0.652560095247831,0.1705248899379343,0.2468422519509475,0.1565506329113924,0.8806818181818183,
set_07,LLM Engineered + Reasoning,0.2657460801722876,0.699545904348204,0.2118221745112351,0.262913581592831,0.2802215189873417,0.8636363636363636,A
set_07,LLM Engineered + Reasoning,0.2139246408646919,0.6419175319073074,0.1681540505030538,0.193532549280014,0.3711392405063291,0.803409090909091,B
set_07,LLM Engineered + Reasoning,0.229756744495347,0.6486789987841542,0.1753033263570305,0.2224808863332137,0.2650632911392405,0.8506818181818183,E
set_07,LLM Engineered + Reasoning,0.2660827401479683,0.6978898535157793,0.2086032900483236,0.2553841873151188,0.3206645569620253,0.8540909090909091,A+B
set_07,LLM Engineered + Reasoning,0.2719551809924376,0.7034624056015819,0.2167571681251595,0.2687415086537893,0.2878481012658228,0.865,A+E
set_07,LLM Engineered + Reasoning,0.2210312660619908,0.6485612593879881,0.1724544339976335,0.2116719535516721,0.2700632911392405,0.8440909090909091,B+E
set_07,LLM Engineered + Reasoning,0.2635561151620701,0.7028630612545236,0.2122508234616284,0.2565361837370515,0.2979113924050632,0.8586363636363636,A+B+E
set_08,LLM Engineered Only,0.2290043385374713,0.6688579255410563,0.1764977585163342,0.2219769263525045,0.2625316455696202,0.8511363636363637,
set_08,LLM Engineered + Reasoning,0.2728375788636378,0.7103768597945213,0.2204065583026087,0.2695674606910837,0.2904113924050633,0.8652272727272727,A
set_08,LLM Engineered + Reasoning,0.2255350228470775,0.6632502991217466,0.1784548286125734,0.2340855740503627,0.1969620253164557,0.8697727272727273,B
set_08,LLM Engineered + Reasoning,0.2359223110668236,0.6733776241179934,0.1860545679821679,0.2210361776403772,0.3256012658227848,0.836590909090909,E
set_08,LLM Engineered + Reasoning,0.2654103871748469,0.707248041856303,0.2180539672861107,0.2573203605337982,0.305632911392405,0.8584090909090909,A+B
set_08,LLM Engineered + Reasoning,0.2608306462829689,0.709302506261951,0.223613431099931,0.3100279083431257,0.1616455696202531,0.8929545454545454,A+E
set_08,LLM Engineered + Reasoning,0.2303905849641244,0.6701226228290587,0.1843519155552562,0.2146668142164186,0.3281329113924051,0.8318181818181818,B+E
set_08,LLM Engineered + Reasoning,0.2647587733590136,0.7082328914163861,0.2234382761061177,0.3073749516066589,0.1717405063291139,0.8915909090909091,A+B+E
set_09,LLM Engineered Only,0.235475733871157,0.6680262849839599,0.1738648878031992,0.2245411416974759,0.292879746835443,0.8452272727272728,
set_09,LLM Engineered + Reasoning,0.2568060438399074,0.7088354453343526,0.2153048658667688,0.2531947007916,0.2726898734177215,0.8620454545454546,A
set_09,LLM Engineered + Reasoning,0.2304909646190711,0.6664345261411764,0.1717607712310655,0.2192651615081521,0.2903164556962025,0.8429545454545455,B
set_09,LLM Engineered + Reasoning,0.2325033182353153,0.6799301861103209,0.1789067710351647,0.2400301280814497,0.2069936708860759,0.8695454545454545,E
set_09,LLM Engineered + Reasoning,0.2565059042506636,0.7046905909740989,0.2133898588644869,0.2471255043050545,0.3031012658227848,0.8545454545454545,A+B
set_09,LLM Engineered + Reasoning,0.2655787280258977,0.7128525719186065,0.2185649384790974,0.281856559812201,0.2171835443037975,0.8799999999999999,A+E
set_09,LLM Engineered + Reasoning,0.2261361901155097,0.6760844446567977,0.1764708638931902,0.2340591473743647,0.1994303797468354,0.8688636363636364,B+E
set_09,LLM Engineered + Reasoning,0.2671271399178208,0.710045619523262,0.2165600186674591,0.3124232356790496,0.1691455696202531,0.8915909090909091,A+B+E
set_10,LLM Engineered Only,0.234101275762176,0.667301069099741,0.1884265169252962,0.2502139895260713,0.1867088607594936,0.8775000000000001,
set_10,LLM Engineered + Reasoning,0.259188046928961,0.7066404844271006,0.2264169125968712,0.3353645974518839,0.1362658227848101,0.8986363636363637,A
set_10,LLM Engineered + Reasoning,0.2307171469766139,0.6647772719079394,0.1888178136462242,0.2500610165051314,0.1765822784810126,0.8790909090909091,B
set_10,LLM Engineered + Reasoning,0.2337310060140209,0.6800248123390066,0.1922156322701759,0.2356703738182832,0.2296835443037975,0.8620454545454544,E
set_10,LLM Engineered + Reasoning,0.2583044141375638,0.7043269479458035,0.2231866698771588,0.2979308251637815,0.1690506329113924,0.8895454545454544,A+B
set_10,LLM Engineered + Reasoning,0.2683617226469724,0.7137855062500987,0.2275336971160127,0.3137282542180261,0.1716139240506329,0.8931818181818182,A+E
set_10,LLM Engineered + Reasoning,0.2345950884278148,0.6769518883387459,0.1902253204491735,0.2391487652139931,0.2195886075949367,0.8661363636363637,B+E
set_10,LLM Engineered + Reasoning,0.2693629709584327,0.7138137475258379,0.2274127774283715,0.2870722641054456,0.2171202531645569,0.8811363636363637,A+B+E
