combo,model,variant,rank,feature,mean,std
A,xgboost,full_hq_no_rule,1,best_degree_prestige,0.1411391943693161,0.023157421499490738
A,xgboost,full_mirror_rule,1,best_degree_prestige,0.1411391943693161,0.023157421499490738
A,xgboost,full_hq_no_rule,2,edu_prestige_tier,0.08226125687360764,0.008554913103580475
A,xgboost,full_mirror_rule,2,edu_prestige_tier,0.08226125687360764,0.008554913103580475
A,xgboost,full_hq_no_rule,3,A_career_coherence,0.0699821412563324,0.006091913674026728
A,xgboost,full_mirror_rule,3,A_career_coherence,0.0699821412563324,0.006091913674026728
A,xgboost,full_hq_no_rule,4,exit_count,0.06310064345598221,0.01049646083265543
A,xgboost,full_mirror_rule,4,exit_count,0.06310064345598221,0.01049646083265543
A,xgboost,full_hq_no_rule,5,prestige_x_relevance,0.05969858914613724,0.013840648345649242
A,xgboost,full_mirror_rule,5,prestige_x_relevance,0.05969858914613724,0.013840648345649242
A,xgboost,full_hq_no_rule,6,exit_x_serial,0.05533146858215332,0.011808368377387524
A,xgboost,full_mirror_rule,6,exit_x_serial,0.05533146858215332,0.011808368377387524
A,xgboost,full_hq_no_rule,7,prestige_sacrifice_score,0.05304044485092163,0.01213303953409195
A,xgboost,full_mirror_rule,7,prestige_sacrifice_score,0.05304044485092163,0.01213303953409195
A,xgboost,full_hq_no_rule,8,industry_alignment,0.04956985265016556,0.011692768894135952
A,xgboost,full_mirror_rule,8,industry_alignment,0.04956985265016556,0.011692768894135952
A,xgboost,full_hq_no_rule,9,A_scrappiness,0.04892433062195778,0.004964481573551893
A,xgboost,full_mirror_rule,9,A_scrappiness,0.04892433062195778,0.004964481573551893
A,xgboost,full_hq_no_rule,10,A_ownership_signal,0.041074078530073166,0.004740511067211628
A,xgboost,full_mirror_rule,10,A_ownership_signal,0.041074078530073166,0.004740511067211628
A,xgboost,full_hq_no_rule,11,years_in_large_company,0.03832248970866203,0.02006775513291359
A,xgboost,full_mirror_rule,11,years_in_large_company,0.03832248970866203,0.02006775513291359
A,xgboost,full_hq_no_rule,12,max_company_size_before_founding,0.036407243460416794,0.012704888358712196
A,xgboost,full_mirror_rule,12,max_company_size_before_founding,0.036407243460416794,0.012704888358712196
A,xgboost,full_hq_no_rule,13,field_relevance_score,0.03408322110772133,0.009646727703511715
A,xgboost,full_mirror_rule,13,field_relevance_score,0.03408322110772133,0.009646727703511715
A,xgboost,full_hq_no_rule,14,max_seniority_reached,0.02904510125517845,0.0011361915385350585
A,xgboost,full_mirror_rule,14,max_seniority_reached,0.02904510125517845,0.0011361915385350585
A,xgboost,full_hq_no_rule,15,A_evidence_support_rating,0.027355322614312172,0.04466044902801514
A,xgboost,full_mirror_rule,15,A_evidence_support_rating,0.027355322614312172,0.04466044902801514
A,xgboost,full_hq_no_rule,16,total_inferred_experience,0.02588699199259281,0.003826284548267722
A,xgboost,full_mirror_rule,16,total_inferred_experience,0.02588699199259281,0.003826284548267722
A,xgboost,full_hq_no_rule,17,industry_prestige_penalty,0.025329018011689186,0.005301851313561201
A,xgboost,full_mirror_rule,17,industry_prestige_penalty,0.025329018011689186,0.005301851313561201
A,xgboost,full_hq_no_rule,18,comfort_index,0.02478993870317936,0.0031113119330257177
A,xgboost,full_mirror_rule,18,comfort_index,0.02478993870317936,0.0031113119330257177
A,xgboost,full_hq_no_rule,19,longest_founding_tenure,0.021700328215956688,0.011026619002223015
A,xgboost,full_mirror_rule,19,longest_founding_tenure,0.021700328215956688,0.011026619002223015
A,xgboost,full_hq_no_rule,20,A_trajectory_strength,0.01564520038664341,0.010226139798760414
A,xgboost,full_mirror_rule,20,A_trajectory_strength,0.01564520038664341,0.010226139798760414
A+E,logistic,full_hq_no_rule,1,exit_count,0.8025879672721155,0.16326570425319029
A+E,logistic,full_mirror_rule,1,exit_count,0.8025879672721155,0.16326570425319029
A+E,logistic,full_hq_no_rule,2,has_prior_ipo,0.5810024527693847,0.25902453319768626
A+E,logistic,full_mirror_rule,2,has_prior_ipo,0.5810024527693847,0.25902453319768626
A+E,logistic,full_hq_no_rule,3,A_scrappiness,-0.5150191086290434,0.05623659340555687
A+E,logistic,full_mirror_rule,3,A_scrappiness,-0.5150191086290434,0.05623659340555687
A+E,logistic,full_hq_no_rule,4,industry_alignment,0.46112070299359936,0.06463554577257628
A+E,logistic,full_mirror_rule,4,industry_alignment,0.46112070299359936,0.06463554577257628
A+E,logistic,full_hq_no_rule,5,A_career_coherence,0.30051208382243244,0.028842584036721342
A+E,logistic,full_mirror_rule,5,A_career_coherence,0.30051208382243244,0.028842584036721342
A+E,logistic,full_hq_no_rule,6,is_serial_founder,-0.2745072430056224,0.13909511716590717
A+E,logistic,full_mirror_rule,6,is_serial_founder,-0.2745072430056224,0.13909511716590717
A+E,logistic,full_hq_no_rule,7,A_evidence_support_rating,0.2573489767259189,0.05163500288601127
A+E,logistic,full_mirror_rule,7,A_evidence_support_rating,0.2573489767259189,0.05163500288601127
A+E,logistic,full_hq_no_rule,8,E_evidence_support_rating,-0.24372348593501028,0.10508777990768164
A+E,logistic,full_mirror_rule,8,E_evidence_support_rating,-0.24372348593501028,0.10508777990768164
A+E,logistic,full_hq_no_rule,9,has_prior_acquisition,0.22158551450277492,0.12905432215953547
A+E,logistic,full_mirror_rule,9,has_prior_acquisition,0.22158551450277492,0.12905432215953547
A+E,logistic,full_hq_no_rule,10,persistence_score,0.20332645278491376,0.09405452269625525
A+E,logistic,full_mirror_rule,10,persistence_score,0.20332645278491376,0.09405452269625525
A+E,logistic,full_hq_no_rule,11,A_ownership_signal,-0.18469912748716003,0.03575281595812478
A+E,logistic,full_mirror_rule,11,A_ownership_signal,-0.18469912748716003,0.03575281595812478
A+E,logistic,full_hq_no_rule,12,max_seniority_reached,0.1828572592531303,0.008564800408169999
A+E,logistic,full_mirror_rule,12,max_seniority_reached,0.1828572592531303,0.008564800408169999
A+E,logistic,full_hq_no_rule,13,best_degree_prestige,0.1694631348272509,0.029229313613459713
A+E,logistic,full_mirror_rule,13,best_degree_prestige,0.1694631348272509,0.029229313613459713
A+E,logistic,full_hq_no_rule,14,edu_prestige_tier,0.1694631348272509,0.029229313613459713
A+E,logistic,full_mirror_rule,14,edu_prestige_tier,0.1694631348272509,0.029229313613459713
A+E,logistic,full_hq_no_rule,15,E_hidden_upside,-0.14406012045552405,0.04653791909504268
A+E,logistic,full_mirror_rule,15,E_hidden_upside,-0.14406012045552405,0.04653791909504268
A+E,logistic,full_hq_no_rule,16,exit_x_serial,0.0817659598842841,0.03444237977157073
A+E,logistic,full_mirror_rule,16,exit_x_serial,0.0817659598842841,0.03444237977157073
A+E,logistic,full_hq_no_rule,17,stem_flag,0.07721659925797689,0.10582587721982965
A+E,logistic,full_mirror_rule,17,stem_flag,0.07721659925797689,0.10582587721982965
A+E,logistic,full_hq_no_rule,18,industry_prestige_penalty,0.07057372731900938,0.027841827950327296
A+E,logistic,full_mirror_rule,18,industry_prestige_penalty,0.07057372731900938,0.027841827950327296
A+E,logistic,full_hq_no_rule,19,field_relevance_score,0.06789385893986297,0.02536150810924902
A+E,logistic,full_mirror_rule,19,field_relevance_score,0.06789385893986297,0.02536150810924902
A+E,logistic,full_hq_no_rule,20,company_size_is_growing,0.06414227037132092,0.04537883378039958
A+E,logistic,full_mirror_rule,20,company_size_is_growing,0.06414227037132092,0.04537883378039958
A+E,xgboost,full_hq_no_rule,1,edu_prestige_tier,0.10569212585687637,0.006648234091699123
A+E,xgboost,full_mirror_rule,1,edu_prestige_tier,0.10569212585687637,0.006648234091699123
A+E,xgboost,full_hq_no_rule,2,best_degree_prestige,0.0807349905371666,0.010774422436952591
A+E,xgboost,full_mirror_rule,2,best_degree_prestige,0.0807349905371666,0.010774422436952591
A+E,xgboost,full_hq_no_rule,3,prestige_x_relevance,0.06708846241235733,0.01775997318327427
A+E,xgboost,full_mirror_rule,3,prestige_x_relevance,0.06708846241235733,0.01775997318327427
A+E,xgboost,full_hq_no_rule,4,A_career_coherence,0.06438221037387848,0.006203231867402792
A+E,xgboost,full_mirror_rule,4,A_career_coherence,0.06438221037387848,0.006203231867402792
A+E,xgboost,full_hq_no_rule,5,exit_count,0.0544377937912941,0.018373969942331314
A+E,xgboost,full_mirror_rule,5,exit_count,0.0544377937912941,0.018373969942331314
A+E,xgboost,full_hq_no_rule,6,exit_x_serial,0.05428168922662735,0.006843917537480593
A+E,xgboost,full_mirror_rule,6,exit_x_serial,0.05428168922662735,0.006843917537480593
A+E,xgboost,full_hq_no_rule,7,prestige_sacrifice_score,0.05107429623603821,0.010718793608248234
A+E,xgboost,full_mirror_rule,7,prestige_sacrifice_score,0.05107429623603821,0.010718793608248234
A+E,xgboost,full_hq_no_rule,8,A_scrappiness,0.049018364399671555,0.0049401200376451015
A+E,xgboost,full_mirror_rule,8,A_scrappiness,0.049018364399671555,0.0049401200376451015
A+E,xgboost,full_hq_no_rule,9,industry_alignment,0.04646766930818558,0.010784615762531757
A+E,xgboost,full_mirror_rule,9,industry_alignment,0.04646766930818558,0.010784615762531757
A+E,xgboost,full_hq_no_rule,10,A_ownership_signal,0.04137139767408371,0.0025216401554644108
A+E,xgboost,full_mirror_rule,10,A_ownership_signal,0.04137139767408371,0.0025216401554644108
A+E,xgboost,full_hq_no_rule,11,has_prior_acquisition,0.036542244255542755,0.054142434149980545
A+E,xgboost,full_mirror_rule,11,has_prior_acquisition,0.036542244255542755,0.054142434149980545
A+E,xgboost,full_hq_no_rule,12,max_company_size_before_founding,0.03589300066232681,0.010834667831659317
A+E,xgboost,full_mirror_rule,12,max_company_size_before_founding,0.03589300066232681,0.010834667831659317
A+E,xgboost,full_hq_no_rule,13,field_relevance_score,0.03156069293618202,0.006542831193655729
A+E,xgboost,full_mirror_rule,13,field_relevance_score,0.03156069293618202,0.006542831193655729
A+E,xgboost,full_hq_no_rule,14,max_seniority_reached,0.02872205153107643,0.0028252454940229654
A+E,xgboost,full_mirror_rule,14,max_seniority_reached,0.02872205153107643,0.0028252454940229654
A+E,xgboost,full_hq_no_rule,15,years_in_large_company,0.028255414217710495,0.005084784235805273
A+E,xgboost,full_mirror_rule,15,years_in_large_company,0.028255414217710495,0.005084784235805273
A+E,xgboost,full_hq_no_rule,16,industry_prestige_penalty,0.026453513652086258,0.006291395053267479
A+E,xgboost,full_mirror_rule,16,industry_prestige_penalty,0.026453513652086258,0.006291395053267479
A+E,xgboost,full_hq_no_rule,17,comfort_index,0.02541125752031803,0.0019183268304914236
A+E,xgboost,full_mirror_rule,17,comfort_index,0.02541125752031803,0.0019183268304914236
A+E,xgboost,full_hq_no_rule,18,total_inferred_experience,0.025070611387491226,0.0021367452573031187
A+E,xgboost,full_mirror_rule,18,total_inferred_experience,0.025070611387491226,0.0021367452573031187
A+E,xgboost,full_hq_no_rule,19,E_evidence_support_rating,0.023525694385170937,0.0015159760368987918
A+E,xgboost,full_mirror_rule,19,E_evidence_support_rating,0.023525694385170937,0.0015159760368987918
A+E,xgboost,full_hq_no_rule,20,A_evidence_support_rating,0.018001671880483627,0.02915322035551071
A+E,xgboost,full_mirror_rule,20,A_evidence_support_rating,0.018001671880483627,0.02915322035551071
A+F,logistic,full_hq_no_rule,1,exit_count,0.8237088868388287,0.17793772933616908
A+F,logistic,full_mirror_rule,1,exit_count,0.8237088868388287,0.17793772933616908
A+F,logistic,full_hq_no_rule,2,F_evidence_support_rating,0.7095704516084416,0.0468089975883843
A+F,logistic,full_mirror_rule,2,F_evidence_support_rating,0.7095704516084416,0.0468089975883843
A+F,logistic,full_hq_no_rule,3,has_prior_ipo,0.6745256174835557,0.27015094936851347
A+F,logistic,full_mirror_rule,3,has_prior_ipo,0.6745256174835557,0.27015094936851347
A+F,logistic,full_hq_no_rule,4,F_rubric_score,-0.6090387699281077,0.16833246381267747
A+F,logistic,full_mirror_rule,4,F_rubric_score,-0.6090387699281077,0.16833246381267747
A+F,logistic,full_hq_no_rule,5,A_scrappiness,-0.5300122791947433,0.04999900963746168
A+F,logistic,full_mirror_rule,5,A_scrappiness,-0.5300122791947433,0.04999900963746168
A+F,logistic,full_hq_no_rule,6,industry_alignment,0.46491875060844895,0.070617904370592
A+F,logistic,full_mirror_rule,6,industry_alignment,0.46491875060844895,0.070617904370592
A+F,logistic,full_hq_no_rule,7,is_serial_founder,-0.31327112470199603,0.14260725720163375
A+F,logistic,full_mirror_rule,7,is_serial_founder,-0.31327112470199603,0.14260725720163375
A+F,logistic,full_hq_no_rule,8,persistence_score,0.25502565942140454,0.08599940996177012
A+F,logistic,full_mirror_rule,8,persistence_score,0.25502565942140454,0.08599940996177012
A+F,logistic,full_hq_no_rule,9,A_career_coherence,0.2342714905092531,0.02337892881896866
A+F,logistic,full_mirror_rule,9,A_career_coherence,0.2342714905092531,0.02337892881896866
A+F,logistic,full_hq_no_rule,10,A_evidence_support_rating,0.20207619212827926,0.04768790893773904
A+F,logistic,full_mirror_rule,10,A_evidence_support_rating,0.20207619212827926,0.04768790893773904
A+F,logistic,full_hq_no_rule,11,max_seniority_reached,0.19200877434625768,0.011206061579933209
A+F,logistic,full_mirror_rule,11,max_seniority_reached,0.19200877434625768,0.011206061579933209
A+F,logistic,full_hq_no_rule,12,A_ownership_signal,-0.18896590421168286,0.040122310112564126
A+F,logistic,full_mirror_rule,12,A_ownership_signal,-0.18896590421168286,0.040122310112564126
A+F,logistic,full_hq_no_rule,13,F_trajectory_strength,-0.17516171974473596,0.12942763975952876
A+F,logistic,full_mirror_rule,13,F_trajectory_strength,-0.17516171974473596,0.12942763975952876
A+F,logistic,full_hq_no_rule,14,F_scrappiness,-0.16227282029300577,0.04781059728073496
A+F,logistic,full_mirror_rule,14,F_scrappiness,-0.16227282029300577,0.04781059728073496
A+F,logistic,full_hq_no_rule,15,has_prior_acquisition,0.14918326935513274,0.12466517579202394
A+F,logistic,full_mirror_rule,15,has_prior_acquisition,0.14918326935513274,0.12466517579202394
A+F,logistic,full_hq_no_rule,16,best_degree_prestige,0.14010177294037943,0.028512301579278417
A+F,logistic,full_mirror_rule,16,best_degree_prestige,0.14010177294037943,0.028512301579278417
A+F,logistic,full_hq_no_rule,17,edu_prestige_tier,0.14010177294037943,0.028512301579278417
A+F,logistic,full_mirror_rule,17,edu_prestige_tier,0.14010177294037943,0.028512301579278417
A+F,logistic,full_hq_no_rule,18,F_ownership_signal,0.1374148795450812,0.10755440864179255
A+F,logistic,full_mirror_rule,18,F_ownership_signal,0.1374148795450812,0.10755440864179255
A+F,logistic,full_hq_no_rule,19,stem_flag,0.13407206502722263,0.09851652557794162
A+F,logistic,full_mirror_rule,19,stem_flag,0.13407206502722263,0.09851652557794162
A+F,logistic,full_hq_no_rule,20,exit_x_serial,0.12735538779520997,0.042078727423059445
A+F,logistic,full_mirror_rule,20,exit_x_serial,0.12735538779520997,0.042078727423059445
A+F,xgboost,full_hq_no_rule,1,edu_prestige_tier,0.10295522212982178,0.006602608598768711
A+F,xgboost,full_mirror_rule,1,edu_prestige_tier,0.10295522212982178,0.006602608598768711
A+F,xgboost,full_hq_no_rule,2,best_degree_prestige,0.09080316126346588,0.012247459962964058
A+F,xgboost,full_mirror_rule,2,best_degree_prestige,0.09080316126346588,0.012247459962964058
A+F,xgboost,full_hq_no_rule,3,A_career_coherence,0.06388040632009506,0.009444705210626125
A+F,xgboost,full_mirror_rule,3,A_career_coherence,0.06388040632009506,0.009444705210626125
A+F,xgboost,full_hq_no_rule,4,prestige_x_relevance,0.061980389058589935,0.007138320244848728
A+F,xgboost,full_mirror_rule,4,prestige_x_relevance,0.061980389058589935,0.007138320244848728
A+F,xgboost,full_hq_no_rule,5,exit_x_serial,0.06017981842160225,0.008928021416068077
A+F,xgboost,full_mirror_rule,5,exit_x_serial,0.06017981842160225,0.008928021416068077
A+F,xgboost,full_hq_no_rule,6,prestige_sacrifice_score,0.05280585214495659,0.014590186066925526
A+F,xgboost,full_mirror_rule,6,prestige_sacrifice_score,0.05280585214495659,0.014590186066925526
A+F,xgboost,full_hq_no_rule,7,A_scrappiness,0.0486648865044117,0.003181432606652379
A+F,xgboost,full_mirror_rule,7,A_scrappiness,0.0486648865044117,0.003181432606652379
A+F,xgboost,full_hq_no_rule,8,industry_alignment,0.04546009376645088,0.007515652105212212
A+F,xgboost,full_mirror_rule,8,industry_alignment,0.04546009376645088,0.007515652105212212
A+F,xgboost,full_hq_no_rule,9,F_evidence_support_rating,0.04544579237699509,0.005379734095185995
A+F,xgboost,full_mirror_rule,9,F_evidence_support_rating,0.04544579237699509,0.005379734095185995
A+F,xgboost,full_hq_no_rule,10,A_ownership_signal,0.04121323674917221,0.004731369204819202
A+F,xgboost,full_mirror_rule,10,A_ownership_signal,0.04121323674917221,0.004731369204819202
A+F,xgboost,full_hq_no_rule,11,max_company_size_before_founding,0.03421664983034134,0.010614633560180664
A+F,xgboost,full_mirror_rule,11,max_company_size_before_founding,0.03421664983034134,0.010614633560180664
A+F,xgboost,full_hq_no_rule,12,F_career_coherence,0.032816916704177856,0.005775557365268469
A+F,xgboost,full_mirror_rule,12,F_career_coherence,0.032816916704177856,0.005775557365268469
A+F,xgboost,full_hq_no_rule,13,exit_count,0.03186815232038498,0.008144994266331196
A+F,xgboost,full_mirror_rule,13,exit_count,0.03186815232038498,0.008144994266331196
A+F,xgboost,full_hq_no_rule,14,field_relevance_score,0.030456185340881348,0.009255548939108849
A+F,xgboost,full_mirror_rule,14,field_relevance_score,0.030456185340881348,0.009255548939108849
A+F,xgboost,full_hq_no_rule,15,years_in_large_company,0.02890828624367714,0.0024644453078508377
A+F,xgboost,full_mirror_rule,15,years_in_large_company,0.02890828624367714,0.0024644453078508377
A+F,xgboost,full_hq_no_rule,16,F_scrappiness,0.028110090643167496,0.0031271481420844793
A+F,xgboost,full_mirror_rule,16,F_scrappiness,0.028110090643167496,0.0031271481420844793
A+F,xgboost,full_hq_no_rule,17,max_seniority_reached,0.027482852339744568,0.0017677585128694773
A+F,xgboost,full_mirror_rule,17,max_seniority_reached,0.027482852339744568,0.0017677585128694773
A+F,xgboost,full_hq_no_rule,18,comfort_index,0.025959845632314682,0.002721774158999324
A+F,xgboost,full_mirror_rule,18,comfort_index,0.025959845632314682,0.002721774158999324
A+F,xgboost,full_hq_no_rule,19,industry_prestige_penalty,0.024879734963178635,0.006848631426692009
A+F,xgboost,full_mirror_rule,19,industry_prestige_penalty,0.024879734963178635,0.006848631426692009
A+F,xgboost,full_hq_no_rule,20,total_inferred_experience,0.024370916187763214,0.003838818520307541
A+F,xgboost,full_mirror_rule,20,total_inferred_experience,0.024370916187763214,0.003838818520307541
A+D+E+F,logistic,full_hq_no_rule,1,D_evidence_support_rating,-1.4235241221375348,0.10937277195874803
A+D+E+F,logistic,full_mirror_rule,1,D_evidence_support_rating,-1.4235241221375348,0.10937277195874803
A+D+E+F,logistic,full_hq_no_rule,2,D_overall_founder_quality,1.2188512819824773,0.10392581185134458
A+D+E+F,logistic,full_mirror_rule,2,D_overall_founder_quality,1.2188512819824773,0.10392581185134458
A+D+E+F,logistic,full_hq_no_rule,3,F_evidence_support_rating,0.9347254264890241,0.04135701086448281
A+D+E+F,logistic,full_mirror_rule,3,F_evidence_support_rating,0.9347254264890241,0.04135701086448281
A+D+E+F,logistic,full_hq_no_rule,4,exit_count,0.8188096727214272,0.18000993583821234
A+D+E+F,logistic,full_mirror_rule,4,exit_count,0.8188096727214272,0.18000993583821234
A+D+E+F,logistic,full_hq_no_rule,5,F_rubric_score,-0.683293258216449,0.13376054444840835
A+D+E+F,logistic,full_mirror_rule,5,F_rubric_score,-0.683293258216449,0.13376054444840835
A+D+E+F,logistic,full_hq_no_rule,6,has_prior_ipo,0.6186197948101582,0.28277098446926296
A+D+E+F,logistic,full_mirror_rule,6,has_prior_ipo,0.6186197948101582,0.28277098446926296
A+D+E+F,logistic,full_hq_no_rule,7,A_scrappiness,-0.49393328913451473,0.05332174361219225
A+D+E+F,logistic,full_mirror_rule,7,A_scrappiness,-0.49393328913451473,0.05332174361219225
A+D+E+F,logistic,full_hq_no_rule,8,industry_alignment,0.47209341874811583,0.06695327496149175
A+D+E+F,logistic,full_mirror_rule,8,industry_alignment,0.47209341874811583,0.06695327496149175
A+D+E+F,logistic,full_hq_no_rule,9,A_career_coherence,0.31245003365866486,0.029197676779245643
A+D+E+F,logistic,full_mirror_rule,9,A_career_coherence,0.31245003365866486,0.029197676779245643
A+D+E+F,logistic,full_hq_no_rule,10,is_serial_founder,-0.27074321101893595,0.13988739682898438
A+D+E+F,logistic,full_mirror_rule,10,is_serial_founder,-0.27074321101893595,0.13988739682898438
A+D+E+F,logistic,full_hq_no_rule,11,A_evidence_support_rating,0.26198068988394596,0.055870451687000035
A+D+E+F,logistic,full_mirror_rule,11,A_evidence_support_rating,0.26198068988394596,0.055870451687000035
A+D+E+F,logistic,full_hq_no_rule,12,persistence_score,0.2594210697069644,0.08345510578557769
A+D+E+F,logistic,full_mirror_rule,12,persistence_score,0.2594210697069644,0.08345510578557769
A+D+E+F,logistic,full_hq_no_rule,13,E_evidence_support_rating,-0.22577863269084428,0.10503907088814525
A+D+E+F,logistic,full_mirror_rule,13,E_evidence_support_rating,-0.22577863269084428,0.10503907088814525
A+D+E+F,logistic,full_hq_no_rule,14,has_prior_acquisition,0.20018987791128495,0.1285051336275718
A+D+E+F,logistic,full_mirror_rule,14,has_prior_acquisition,0.20018987791128495,0.1285051336275718
A+D+E+F,logistic,full_hq_no_rule,15,F_scrappiness,-0.19850772804869282,0.05338310900422626
A+D+E+F,logistic,full_mirror_rule,15,F_scrappiness,-0.19850772804869282,0.05338310900422626
A+D+E+F,logistic,full_hq_no_rule,16,max_seniority_reached,0.18760043538872398,0.01069862511558768
A+D+E+F,logistic,full_mirror_rule,16,max_seniority_reached,0.18760043538872398,0.01069862511558768
A+D+E+F,logistic,full_hq_no_rule,17,best_degree_prestige,0.18024622301888107,0.030315632844694452
A+D+E+F,logistic,full_mirror_rule,17,best_degree_prestige,0.18024622301888107,0.030315632844694452
A+D+E+F,logistic,full_hq_no_rule,18,edu_prestige_tier,0.18024622301888107,0.030315632844694452
A+D+E+F,logistic,full_mirror_rule,18,edu_prestige_tier,0.18024622301888107,0.030315632844694452
A+D+E+F,logistic,full_hq_no_rule,19,A_ownership_signal,-0.15904201884724717,0.04633853755460284
A+D+E+F,logistic,full_mirror_rule,19,A_ownership_signal,-0.15904201884724717,0.04633853755460284
A+D+E+F,logistic,full_hq_no_rule,20,stem_flag,0.13557098998596243,0.11038467922238512
A+D+E+F,logistic,full_mirror_rule,20,stem_flag,0.13557098998596243,0.11038467922238512
A+D+E+F,xgboost,full_hq_no_rule,1,best_degree_prestige,0.10155250132083893,0.017206896096467972
A+D+E+F,xgboost,full_mirror_rule,1,best_degree_prestige,0.10155250132083893,0.017206896096467972
A+D+E+F,xgboost,full_hq_no_rule,2,edu_prestige_tier,0.08011113852262497,0.00781921111047268
A+D+E+F,xgboost,full_mirror_rule,2,edu_prestige_tier,0.08011113852262497,0.00781921111047268
A+D+E+F,xgboost,full_hq_no_rule,3,exit_count,0.05788964033126831,0.013365528546273708
A+D+E+F,xgboost,full_mirror_rule,3,exit_count,0.05788964033126831,0.013365528546273708
A+D+E+F,xgboost,full_hq_no_rule,4,A_career_coherence,0.057274095714092255,0.006906142458319664
A+D+E+F,xgboost,full_mirror_rule,4,A_career_coherence,0.057274095714092255,0.006906142458319664
A+D+E+F,xgboost,full_hq_no_rule,5,prestige_x_relevance,0.04767485707998276,0.009202584624290466
A+D+E+F,xgboost,full_mirror_rule,5,prestige_x_relevance,0.04767485707998276,0.009202584624290466
A+D+E+F,xgboost,full_hq_no_rule,6,prestige_sacrifice_score,0.047227319329977036,0.010519426316022873
A+D+E+F,xgboost,full_mirror_rule,6,prestige_sacrifice_score,0.047227319329977036,0.010519426316022873
A+D+E+F,xgboost,full_hq_no_rule,7,exit_x_serial,0.046321142464876175,0.004919316153973341
A+D+E+F,xgboost,full_mirror_rule,7,exit_x_serial,0.046321142464876175,0.004919316153973341
A+D+E+F,xgboost,full_hq_no_rule,8,A_scrappiness,0.04514973238110542,0.003192533738911152
A+D+E+F,xgboost,full_mirror_rule,8,A_scrappiness,0.04514973238110542,0.003192533738911152
