feature_name,feature_group,selection_frequency,positive_selection_frequency,negative_selection_frequency,sign_consistency,sign_stable,dominant_sign,best_c_value,subsample_count,c_grid_size,stable_at_0p6,stable_at_0p8,stable_at_0p9,selection_freq_c_0p01,positive_selection_freq_c_0p01,negative_selection_freq_c_0p01,selection_freq_c_0p03,positive_selection_freq_c_0p03,negative_selection_freq_c_0p03,selection_freq_c_0p1,positive_selection_freq_c_0p1,negative_selection_freq_c_0p1,selection_freq_c_0p3,positive_selection_freq_c_0p3,negative_selection_freq_c_0p3,selection_freq_c_1p0,positive_selection_freq_c_1p0,negative_selection_freq_c_1p0,selection_freq_c_3p0,positive_selection_freq_c_3p0,negative_selection_freq_c_3p0,family_id,family_label,family_display_label,outer_split_id,repeat_index,fold_index
is_serial_founder,hq,0.98,0.11,0.87,0.8877551020408163,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.53,0.04,0.49,0.88,0.08,0.8,0.98,0.11,0.87,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
repeat_founding_gap,hq,0.98,0.48,0.5,0.5102040816326531,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.1,0.59,0.29,0.3,0.92,0.46,0.46,0.98,0.48,0.5,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
degree_level,hq,0.97,0.21,0.76,0.7835051546391752,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.08,0.67,0.13,0.54,0.91,0.18,0.73,0.97,0.21,0.76,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
longest_founding_tenure,hq,0.97,0.11,0.86,0.8865979381443299,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.92,0.01,0.91,0.9,0.03,0.87,0.97,0.11,0.86,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
company_size_is_growing,hq,0.96,0.7,0.26,0.7291666666666666,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.54,0.23,0.31,0.81,0.55,0.26,0.96,0.7,0.26,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
founding_role_count,hq,0.95,0.88,0.07,0.9263157894736842,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.02,0.53,0.48,0.05,0.85,0.8,0.05,0.95,0.88,0.07,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
industry_pivot_count,hq,0.95,0.38,0.57,0.6,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.49,0.11,0.38,0.87,0.3,0.57,0.95,0.38,0.57,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
max_company_size_before_founding,hq,0.95,0.85,0.1,0.8947368421052632,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.03,0.03,0.0,0.49,0.49,0.0,0.78,0.78,0.0,0.88,0.83,0.05,0.95,0.85,0.1,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
field_relevance_score,hq,0.93,0.25,0.68,0.7311827956989247,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.5,0.03,0.47,0.82,0.13,0.69,0.93,0.25,0.68,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
stem_flag,hq,0.93,0.67,0.26,0.7204301075268817,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.01,0.52,0.37,0.15,0.78,0.57,0.21,0.93,0.67,0.26,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
prestige_x_relevance,hq,0.92,0.33,0.59,0.6413043478260869,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.33,0.33,0.0,0.29,0.29,0.0,0.3,0.24,0.06,0.71,0.32,0.39,0.92,0.33,0.59,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
exit_x_serial,hq,0.91,0.49,0.42,0.5384615384615384,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.23,0.23,0.0,0.47,0.47,0.0,0.67,0.63,0.04,0.79,0.53,0.26,0.91,0.49,0.42,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
founding_timing,hq,0.89,0.47,0.42,0.5280898876404494,False,positive,3.0,100,6,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.27,0.03,0.24,0.66,0.3,0.36,0.89,0.47,0.42,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
persistence_score,hq,0.89,0.42,0.47,0.5280898876404494,False,negative,3.0,100,6,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.41,0.27,0.14,0.78,0.38,0.4,0.89,0.42,0.47,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
prestige_sacrifice_score,hq,0.89,0.51,0.38,0.5730337078651685,False,positive,3.0,100,6,True,True,False,0.0,0.0,0.0,0.08,0.08,0.0,0.57,0.57,0.0,0.57,0.57,0.0,0.76,0.55,0.21,0.89,0.51,0.38,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
sacrifice_x_serial,hq,0.85,0.59,0.26,0.6941176470588235,False,positive,3.0,100,6,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.01,0.43,0.34,0.09,0.75,0.52,0.23,0.85,0.59,0.26,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
exit_count,hq,0.78,0.76,0.02,0.9743589743589743,True,positive,3.0,100,6,True,False,False,0.0,0.0,0.0,0.55,0.55,0.0,0.68,0.68,0.0,0.7,0.69,0.01,0.75,0.72,0.03,0.78,0.76,0.02,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
has_prior_acquisition,hq,0.74,0.69,0.05,0.9324324324324323,True,positive,3.0,100,6,True,False,False,0.0,0.0,0.0,0.44,0.44,0.0,0.53,0.53,0.0,0.55,0.54,0.01,0.57,0.52,0.05,0.74,0.69,0.05,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
has_prior_ipo,hq,0.74,0.55,0.19,0.7432432432432433,False,positive,3.0,100,6,True,False,False,0.0,0.0,0.0,0.03,0.03,0.0,0.24,0.21,0.03,0.45,0.33,0.12,0.63,0.44,0.19,0.74,0.55,0.19,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
A_evidence_support_rating,reasoning,1.0,1.0,0.0,1.0,True,positive,0.03,100,6,True,True,True,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
A_scrappiness,reasoning,1.0,0.0,1.0,1.0,True,negative,0.1,100,6,True,True,True,0.0,0.0,0.0,0.4,0.0,0.4,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
A_trajectory_strength,reasoning,0.99,0.13,0.86,0.8686868686868687,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.82,0.01,0.81,0.94,0.09,0.85,0.99,0.13,0.86,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
A_ownership_signal,reasoning,0.95,0.1,0.85,0.8947368421052632,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.34,0.0,0.34,0.92,0.0,0.92,0.88,0.01,0.87,0.89,0.05,0.84,0.95,0.1,0.85,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
A_career_coherence,reasoning,0.91,0.25,0.66,0.7252747252747253,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.48,0.07,0.41,0.78,0.19,0.59,0.91,0.25,0.66,reasoning_A,A,HQ + A,repeat_01_fold_01,1,1
best_degree_prestige,hq,1.0,0.99,0.01,0.99,True,positive,1.0,100,6,True,True,True,0.0,0.0,0.0,0.88,0.88,0.0,0.99,0.99,0.0,0.99,0.99,0.0,1.0,0.99,0.01,1.0,0.99,0.01,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
edu_prestige_tier,hq,1.0,0.99,0.01,0.99,True,positive,1.0,100,6,True,True,True,0.0,0.0,0.0,0.88,0.88,0.0,0.99,0.99,0.0,0.99,0.99,0.0,1.0,0.99,0.01,1.0,0.99,0.01,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
industry_alignment,hq,1.0,0.99,0.01,0.99,True,positive,1.0,100,6,True,True,True,0.0,0.0,0.0,0.19,0.19,0.0,0.92,0.92,0.0,0.99,0.99,0.0,1.0,0.99,0.01,1.0,0.99,0.01,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
restlessness_score,hq,1.0,0.0,1.0,1.0,True,negative,1.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.97,0.0,0.97,1.0,0.0,1.0,1.0,0.0,1.0,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
years_in_large_company,hq,1.0,0.96,0.04,0.96,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.01,0.01,0.0,0.56,0.56,0.0,0.84,0.84,0.0,0.97,0.95,0.02,1.0,0.96,0.04,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
max_seniority_reached,hq,0.99,0.97,0.02,0.9797979797979798,True,positive,1.0,100,6,True,True,True,0.0,0.0,0.0,0.01,0.01,0.0,0.52,0.52,0.0,0.94,0.94,0.0,0.99,0.97,0.02,0.99,0.97,0.02,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
seniority_is_monotone,hq,0.98,0.07,0.91,0.9285714285714286,True,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.01,0.32,0.78,0.02,0.76,0.94,0.06,0.88,0.98,0.07,0.91,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
comfort_index,hq,0.97,0.73,0.24,0.7525773195876289,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.05,0.05,0.0,0.58,0.56,0.02,0.88,0.73,0.15,0.91,0.72,0.19,0.97,0.73,0.24,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
degree_level,hq,0.97,0.14,0.83,0.8556701030927835,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.06,0.13,0.68,0.11,0.57,0.91,0.13,0.78,0.97,0.14,0.83,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
field_relevance_score,hq,0.97,0.34,0.63,0.6494845360824743,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.03,0.48,0.1,0.38,0.77,0.21,0.56,0.97,0.34,0.63,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
industry_pivot_count,hq,0.97,0.47,0.5,0.5154639175257733,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.45,0.18,0.27,0.76,0.35,0.41,0.97,0.47,0.5,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
industry_prestige_penalty,hq,0.97,0.66,0.31,0.6804123711340206,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.09,0.09,0.0,0.57,0.55,0.02,0.78,0.62,0.16,0.92,0.65,0.27,0.97,0.66,0.31,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
repeat_founding_gap,hq,0.97,0.55,0.42,0.5670103092783506,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.65,0.36,0.29,0.87,0.5,0.37,0.97,0.55,0.42,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
total_inferred_experience,hq,0.97,0.05,0.92,0.9484536082474228,True,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.78,0.94,0.0,0.94,0.92,0.0,0.92,0.97,0.05,0.92,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
longest_founding_tenure,hq,0.96,0.15,0.81,0.8437500000000001,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.89,0.0,0.89,0.91,0.04,0.87,0.96,0.15,0.81,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
exit_x_serial,hq,0.95,0.5,0.45,0.5263157894736842,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.28,0.28,0.0,0.44,0.44,0.0,0.64,0.55,0.09,0.85,0.5,0.35,0.95,0.5,0.45,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
is_serial_founder,hq,0.95,0.09,0.86,0.9052631578947369,True,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.66,0.05,0.61,0.88,0.07,0.81,0.95,0.09,0.86,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
prestige_sacrifice_score,hq,0.95,0.61,0.34,0.6421052631578947,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.13,0.13,0.0,0.61,0.61,0.0,0.67,0.67,0.0,0.78,0.63,0.15,0.95,0.61,0.34,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
stem_flag,hq,0.95,0.77,0.18,0.8105263157894738,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.01,0.47,0.37,0.1,0.87,0.71,0.16,0.95,0.77,0.18,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
founding_role_count,hq,0.94,0.8,0.14,0.8510638297872342,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.03,0.49,0.43,0.06,0.84,0.74,0.1,0.94,0.8,0.14,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
company_size_is_growing,hq,0.93,0.57,0.36,0.6129032258064515,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.02,0.23,0.54,0.23,0.31,0.87,0.51,0.36,0.93,0.57,0.36,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
persistence_score,hq,0.93,0.46,0.47,0.5053763440860215,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.42,0.24,0.18,0.85,0.44,0.41,0.93,0.46,0.47,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
max_company_size_before_founding,hq,0.92,0.82,0.1,0.8913043478260869,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.03,0.03,0.0,0.46,0.46,0.0,0.77,0.77,0.0,0.87,0.82,0.05,0.92,0.82,0.1,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
prestige_x_relevance,hq,0.91,0.45,0.46,0.5054945054945055,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.34,0.34,0.0,0.45,0.45,0.0,0.5,0.46,0.04,0.74,0.45,0.29,0.91,0.45,0.46,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
founding_timing,hq,0.9,0.52,0.38,0.5777777777777778,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.28,0.0,0.28,0.7,0.35,0.35,0.9,0.52,0.38,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
sacrifice_x_serial,hq,0.87,0.7,0.17,0.8045977011494252,False,positive,3.0,100,6,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.5,0.45,0.05,0.78,0.65,0.13,0.87,0.7,0.17,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
exit_count,hq,0.78,0.75,0.03,0.9615384615384615,True,positive,3.0,100,6,True,False,False,0.0,0.0,0.0,0.49,0.49,0.0,0.64,0.64,0.0,0.72,0.7,0.02,0.74,0.71,0.03,0.78,0.75,0.03,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
has_prior_acquisition,hq,0.69,0.68,0.01,0.9855072463768118,True,positive,3.0,100,6,True,False,False,0.0,0.0,0.0,0.35,0.35,0.0,0.6,0.6,0.0,0.61,0.61,0.0,0.64,0.63,0.01,0.69,0.68,0.01,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
has_prior_ipo,hq,0.57,0.34,0.23,0.5964912280701755,False,positive,3.0,100,6,False,False,False,0.0,0.0,0.0,0.03,0.03,0.0,0.24,0.17,0.07,0.46,0.24,0.22,0.54,0.29,0.25,0.57,0.34,0.23,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
F_career_coherence,reasoning,1.0,0.0,1.0,1.0,True,negative,0.3,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.62,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
F_evidence_support_rating,reasoning,1.0,1.0,0.0,1.0,True,positive,0.3,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.85,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
F_trajectory_strength,reasoning,1.0,1.0,0.0,1.0,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.93,0.93,0.0,1.0,1.0,0.0,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
F_rubric_score,reasoning,0.96,0.0,0.96,1.0,True,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.44,0.0,0.44,0.96,0.0,0.96,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
F_scrappiness,reasoning,0.82,0.39,0.43,0.524390243902439,False,negative,3.0,100,6,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.03,0.55,0.25,0.3,0.82,0.39,0.43,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
F_ownership_signal,reasoning,0.81,0.52,0.29,0.6419753086419753,False,positive,3.0,100,6,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.03,0.43,0.28,0.15,0.81,0.52,0.29,reasoning_F,F,HQ + F,repeat_01_fold_01,1,1
comfort_index,hq,1.0,0.93,0.07,0.93,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.04,0.04,0.0,0.75,0.75,0.0,0.93,0.9,0.03,0.98,0.92,0.06,1.0,0.93,0.07,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
industry_alignment,hq,1.0,1.0,0.0,1.0,True,positive,0.3,100,6,True,True,True,0.0,0.0,0.0,0.53,0.53,0.0,0.98,0.98,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
industry_prestige_penalty,hq,1.0,0.99,0.01,0.99,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.45,0.45,0.0,0.91,0.91,0.0,0.97,0.97,0.0,0.99,0.99,0.0,1.0,0.99,0.01,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
max_seniority_reached,hq,1.0,1.0,0.0,1.0,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.99,0.99,0.0,0.99,0.99,0.0,1.0,1.0,0.0,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
best_degree_prestige,hq,0.99,0.95,0.04,0.9595959595959596,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.77,0.77,0.0,0.94,0.94,0.0,0.95,0.95,0.0,0.97,0.95,0.02,0.99,0.95,0.04,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
edu_prestige_tier,hq,0.99,0.95,0.04,0.9595959595959596,True,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.77,0.77,0.0,0.94,0.94,0.0,0.95,0.95,0.0,0.97,0.95,0.02,0.99,0.95,0.04,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
seniority_is_monotone,hq,0.99,0.84,0.15,0.8484848484848485,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.3,0.02,0.81,0.69,0.12,0.97,0.83,0.14,0.99,0.84,0.15,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
total_inferred_experience,hq,0.99,0.03,0.96,0.9696969696969697,True,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.65,0.93,0.0,0.93,0.98,0.01,0.97,0.99,0.03,0.96,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
degree_level,hq,0.98,0.06,0.92,0.9387755102040817,True,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.01,0.21,0.81,0.04,0.77,0.97,0.06,0.91,0.98,0.06,0.92,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
exit_x_serial,hq,0.98,0.73,0.25,0.7448979591836735,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.31,0.31,0.0,0.44,0.44,0.0,0.69,0.61,0.08,0.89,0.69,0.2,0.98,0.73,0.25,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
industry_pivot_count,hq,0.98,0.13,0.85,0.8673469387755102,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.02,0.23,0.76,0.06,0.7,0.95,0.13,0.82,0.98,0.13,0.85,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
prestige_sacrifice_score,hq,0.98,0.98,0.0,1.0,True,positive,0.3,100,6,True,True,True,0.0,0.0,0.0,0.55,0.55,0.0,0.96,0.96,0.0,0.98,0.98,0.0,0.97,0.96,0.01,0.97,0.93,0.04,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
repeat_founding_gap,hq,0.98,0.64,0.34,0.653061224489796,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.27,0.04,0.72,0.58,0.14,0.91,0.64,0.27,0.98,0.64,0.34,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
company_size_is_growing,hq,0.97,0.42,0.55,0.5670103092783506,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.07,0.15,0.6,0.21,0.39,0.93,0.39,0.54,0.97,0.42,0.55,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
longest_founding_tenure,hq,0.97,0.21,0.76,0.7835051546391752,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0.9,0.0,0.9,0.85,0.06,0.79,0.97,0.21,0.76,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
restlessness_score,hq,0.97,0.61,0.36,0.6288659793814433,False,positive,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.6,0.4,0.2,0.92,0.59,0.33,0.97,0.61,0.36,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
founding_role_count,hq,0.96,0.12,0.84,0.875,False,negative,3.0,100,6,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.65,0.0,0.65,0.85,0.06,0.79,0.96,0.12,0.84,reasoning_A,A,HQ + A,repeat_01_fold_02,1,2
