family_id,family_label,family_display_label,route_group,feature_name,feature_group,coefficient_mean,coefficient_std,abs_coefficient_mean,positive_rate,negative_rate,sign_flip_rate,dominant_sign
HQ,HQ,HQ,hq_only,prestige_x_relevance,hq,0.06518967961163452,0.08978020814516048,0.09063441783374691,0.6666666666666666,0.3333333333333333,0.3333333333333333,positive
HQ,HQ,HQ,hq_only,repeat_founding_gap,hq,0.019073264759757156,0.04768028009767672,0.04111578893644113,0.6666666666666666,0.3333333333333333,0.3333333333333333,positive
HQ,HQ,HQ,hq_only,restlessness_score,hq,-0.07751897954195368,0.07024795621417178,0.08468491092236932,0.1111111111111111,0.8888888888888888,0.1111111111111111,negative
HQ,HQ,HQ,hq_only,sacrifice_x_serial,hq,0.15680598396508932,0.11151340736112196,0.15899416107858705,0.8888888888888888,0.1111111111111111,0.1111111111111111,positive
HQ,HQ,HQ,hq_only,seniority_is_monotone,hq,-0.04877344259523713,0.05162993801185211,0.0637719590730089,0.2222222222222222,0.7777777777777778,0.2222222222222222,negative
HQ,HQ,HQ,hq_only,stem_flag,hq,0.04269428871681908,0.0739966879368205,0.07144483658987416,0.6666666666666666,0.3333333333333333,0.3333333333333333,positive
HQ,HQ,HQ,hq_only,total_inferred_experience,hq,-0.3021641518215673,0.1439391268327742,0.3021641518215673,0.0,1.0,0.0,negative
HQ,HQ,HQ,hq_only,years_in_large_company,hq,0.14517163210450829,0.017952372453324296,0.14517163210450829,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,augmentation_track,A_career_coherence,reasoning,-0.21727868721289872,0.0485511900564731,0.21727868721289872,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,augmentation_track,A_evidence_support_rating,reasoning,1.0890034993135502,0.10412227085132648,1.0890034993135502,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,augmentation_track,A_ownership_signal,reasoning,-0.20580940030632294,0.0,0.20580940030632294,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,augmentation_track,A_scrappiness,reasoning,-0.5490931600463332,0.11032484796372242,0.5490931600463332,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,augmentation_track,A_trajectory_strength,reasoning,-0.27054662217226355,0.05563439846529251,0.27054662217226355,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,augmentation_track,best_degree_prestige,hq,0.15361319492119624,0.043417173354443034,0.15361319492119624,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,augmentation_track,comfort_index,hq,0.0733963973448472,0.043761509629916144,0.08024902057530132,0.8888888888888888,0.1111111111111111,0.1111111111111111,positive
reasoning_A,A,HQ + A,augmentation_track,company_size_is_growing,hq,0.021764355740139678,0.05640197663555574,0.0514909846710293,0.6666666666666666,0.3333333333333333,0.3333333333333333,positive
reasoning_A,A,HQ + A,augmentation_track,degree_level,hq,-0.10460972843998978,0.03474142574060236,0.10460972843998978,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,augmentation_track,edu_prestige_tier,hq,0.15361319492119624,0.043417173354443034,0.15361319492119624,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,augmentation_track,exit_count,hq,0.09112090592304957,0.030678100581154725,0.09112090592304957,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,augmentation_track,exit_x_serial,hq,0.030013051508265037,0.07334728185238962,0.05824858672700829,0.5555555555555556,0.4444444444444444,0.4444444444444444,positive
reasoning_A,A,HQ + A,augmentation_track,field_relevance_score,hq,-0.056749687866005455,0.04962506367300143,0.064389676937347,0.1111111111111111,0.8888888888888888,0.1111111111111111,negative
reasoning_A,A,HQ + A,augmentation_track,founding_role_count,hq,0.006918497464812838,0.1381752745590716,0.1122803106858309,0.5555555555555556,0.4444444444444444,0.4444444444444444,positive
reasoning_A,A,HQ + A,augmentation_track,founding_timing,hq,0.016439022237985525,0.11719422080846477,0.0957843161570426,0.4444444444444444,0.5555555555555556,0.4444444444444444,negative
reasoning_A,A,HQ + A,augmentation_track,has_prior_acquisition,hq,0.06661618866622196,0.03478791901741449,0.06661618866622196,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,augmentation_track,has_prior_ipo,hq,0.08819588148050472,0.02694562340405278,0.08819588148050472,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,augmentation_track,industry_alignment,hq,0.19368504591751295,0.028368417776697963,0.19368504591751295,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,augmentation_track,industry_pivot_count,hq,-0.0721370362501309,0.041157601414514626,0.0721370362501309,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,augmentation_track,industry_prestige_penalty,hq,0.10903989734868891,0.026590701748115165,0.10903989734868891,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,augmentation_track,is_serial_founder,hq,-0.19885475628011767,0.11895196340088408,0.19885475628011767,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,augmentation_track,longest_founding_tenure,hq,-0.16805666388193619,0.11543439880862016,0.17846833167972537,0.1111111111111111,0.8888888888888888,0.1111111111111111,negative
reasoning_A,A,HQ + A,augmentation_track,max_company_size_before_founding,hq,0.1204209211435692,0.06541910595237409,0.12332358317704939,0.8888888888888888,0.1111111111111111,0.1111111111111111,positive
reasoning_A,A,HQ + A,augmentation_track,max_seniority_reached,hq,0.2391381528857666,0.07056260364544041,0.2391381528857666,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,augmentation_track,persistence_score,hq,0.02068125024032561,0.08626470638922765,0.06713966068037552,0.7777777777777778,0.2222222222222222,0.2222222222222222,positive
reasoning_A,A,HQ + A,augmentation_track,prestige_sacrifice_score,hq,0.07653483399804009,0.08522810016214923,0.09255789687886766,0.8888888888888888,0.1111111111111111,0.1111111111111111,positive
reasoning_A,A,HQ + A,augmentation_track,prestige_x_relevance,hq,0.04746315163179001,0.10226518115040031,0.10596187486808956,0.6666666666666666,0.3333333333333333,0.3333333333333333,positive
reasoning_A,A,HQ + A,augmentation_track,repeat_founding_gap,hq,-0.002050565141632525,0.04514521118794926,0.0326044621842741,0.5555555555555556,0.4444444444444444,0.4444444444444444,positive
reasoning_A,A,HQ + A,augmentation_track,restlessness_score,hq,-0.09897369142660435,0.07521094192691116,0.10545442136241268,0.1111111111111111,0.8888888888888888,0.1111111111111111,negative
reasoning_A,A,HQ + A,augmentation_track,sacrifice_x_serial,hq,0.18654898108424178,0.11353568871214281,0.18654898108424178,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,augmentation_track,seniority_is_monotone,hq,-0.03273191359247391,0.05383583147169548,0.055678298509816634,0.2222222222222222,0.7777777777777778,0.2222222222222222,negative
reasoning_A,A,HQ + A,augmentation_track,stem_flag,hq,0.08595361750571158,0.08714956015973034,0.10027417149992825,0.8888888888888888,0.1111111111111111,0.1111111111111111,positive
reasoning_A,A,HQ + A,augmentation_track,total_inferred_experience,hq,-0.2635357235377817,0.1303459502787903,0.2635357235377817,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,augmentation_track,years_in_large_company,hq,0.11919374957845447,0.02473672119692719,0.11919374957845447,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,competition_track,A_career_coherence,reasoning,-0.21860463049065446,0.04867796961960259,0.21860463049065446,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,competition_track,A_evidence_support_rating,reasoning,1.0885404102695444,0.10423196884031037,1.0885404102695444,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,competition_track,A_ownership_signal,reasoning,-0.20610288481784905,0.0,0.20610288481784905,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,competition_track,A_scrappiness,reasoning,-0.5488420673228778,0.11019420179275413,0.5488420673228778,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,competition_track,A_trajectory_strength,reasoning,-0.26837185410930003,0.059418923980778096,0.26837185410930003,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,competition_track,best_degree_prestige,hq,0.15307628725774897,0.04293558116135806,0.15307628725774897,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,competition_track,comfort_index,hq,0.07315912544327102,0.043825995012645114,0.0801550910789451,0.8888888888888888,0.1111111111111111,0.1111111111111111,positive
reasoning_A,A,HQ + A,competition_track,company_size_is_growing,hq,0.022179503948124863,0.05566728211051904,0.05051675764594461,0.6666666666666666,0.3333333333333333,0.3333333333333333,positive
reasoning_A,A,HQ + A,competition_track,degree_level,hq,-0.10489539084906971,0.034449139391507545,0.10489539084906971,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,competition_track,edu_prestige_tier,hq,0.15307628725774897,0.04293558116135806,0.15307628725774897,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,competition_track,exit_count,hq,0.18716782470447704,0.05292157084537508,0.18716782470447704,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,competition_track,exit_x_serial,hq,0.04573453670578108,0.08664864564658342,0.06890209926857248,0.5555555555555556,0.4444444444444444,0.4444444444444444,positive
reasoning_A,A,HQ + A,competition_track,field_relevance_score,hq,-0.05890902958900268,0.049728601588335516,0.06634396518175098,0.1111111111111111,0.8888888888888888,0.1111111111111111,negative
reasoning_A,A,HQ + A,competition_track,founding_role_count,hq,-0.00614665154234338,0.16941964084516753,0.13568147834277214,0.5714285714285714,0.42857142857142855,0.42857142857142855,positive
reasoning_A,A,HQ + A,competition_track,founding_timing,hq,0.015135409656556357,0.12160638345077147,0.09534862040219848,0.42857142857142855,0.5714285714285714,0.42857142857142855,negative
reasoning_A,A,HQ + A,competition_track,has_prior_ipo,hq,0.07425237464106994,0.021622850877286083,0.07425237464106994,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,competition_track,industry_alignment,hq,0.19326781429151046,0.028853714659238784,0.19326781429151046,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,competition_track,industry_pivot_count,hq,-0.07176437955500325,0.04229481634390832,0.07176437955500325,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,competition_track,industry_prestige_penalty,hq,0.10903234121738486,0.02672086302685368,0.10903234121738486,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,competition_track,is_serial_founder,hq,-0.18733785798780264,0.11508481513920503,0.18733785798780264,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,competition_track,longest_founding_tenure,hq,-0.16619211656271388,0.11333784538683343,0.1769035019652784,0.1111111111111111,0.8888888888888888,0.1111111111111111,negative
reasoning_A,A,HQ + A,competition_track,max_company_size_before_founding,hq,0.12004053037765211,0.0611169281795157,0.12066001554987985,0.8888888888888888,0.1111111111111111,0.1111111111111111,positive
reasoning_A,A,HQ + A,competition_track,max_seniority_reached,hq,0.24129748232846898,0.07196537679058831,0.24129748232846898,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,competition_track,persistence_score,hq,0.023123126404486303,0.08579337808444312,0.06874667978658097,0.7777777777777778,0.2222222222222222,0.2222222222222222,positive
reasoning_A,A,HQ + A,competition_track,prestige_sacrifice_score,hq,0.0797501685912658,0.07906586603093867,0.09095914099473766,0.8888888888888888,0.1111111111111111,0.1111111111111111,positive
reasoning_A,A,HQ + A,competition_track,prestige_x_relevance,hq,0.04873711546586484,0.10081901105310112,0.10545070275478985,0.6666666666666666,0.3333333333333333,0.3333333333333333,positive
reasoning_A,A,HQ + A,competition_track,repeat_founding_gap,hq,-0.0017908341732564847,0.04449450150095833,0.032638873867095755,0.5555555555555556,0.4444444444444444,0.4444444444444444,positive
reasoning_A,A,HQ + A,competition_track,restlessness_score,hq,-0.09757336076595906,0.076256000178587,0.10497805946588795,0.1111111111111111,0.8888888888888888,0.1111111111111111,negative
reasoning_A,A,HQ + A,competition_track,sacrifice_x_serial,hq,0.20118933441086617,0.11079383808833126,0.20118933441086617,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,competition_track,seniority_is_monotone,hq,-0.03395322652582422,0.0526612333604954,0.05456409198213256,0.2222222222222222,0.7777777777777778,0.2222222222222222,negative
reasoning_A,A,HQ + A,competition_track,stem_flag,hq,0.08817609339558058,0.08773393782689269,0.10273628788505233,0.8888888888888888,0.1111111111111111,0.1111111111111111,positive
reasoning_A,A,HQ + A,competition_track,total_inferred_experience,hq,-0.2598015384281065,0.1093166978040503,0.2598015384281065,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,competition_track,years_in_large_company,hq,0.11942531069931585,0.025839707804696202,0.11942531069931585,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,raw_family,A_career_coherence,reasoning,-0.14424121030246267,0.04534270438256174,0.14424121030246267,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,raw_family,A_evidence_support_rating,reasoning,1.1190072980083339,0.10385059720256369,1.1190072980083339,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,raw_family,A_ownership_signal,reasoning,-0.091619706828263,0.06781468382581503,0.0957144814465136,0.1111111111111111,0.8888888888888888,0.1111111111111111,negative
reasoning_A,A,HQ + A,raw_family,A_scrappiness,reasoning,-0.4835672675723061,0.08246847236778294,0.4835672675723061,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,raw_family,A_trajectory_strength,reasoning,-0.16727947365735582,0.05768712687781768,0.16727947365735582,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,raw_family,best_degree_prestige,hq,0.15164513955878162,0.04137761050898791,0.15164513955878162,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,raw_family,comfort_index,hq,0.07342545764659812,0.04439082410747471,0.08082662645549762,0.8888888888888888,0.1111111111111111,0.1111111111111111,positive
reasoning_A,A,HQ + A,raw_family,company_size_is_growing,hq,0.02155459172084858,0.05602020197257427,0.051247112749327035,0.6666666666666666,0.3333333333333333,0.3333333333333333,positive
reasoning_A,A,HQ + A,raw_family,degree_level,hq,-0.10325535452105086,0.03694852577725692,0.10325535452105086,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,raw_family,edu_prestige_tier,hq,0.15164513955878162,0.04137761050898791,0.15164513955878162,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,raw_family,exit_count,hq,0.08978204231906234,0.030606417819852915,0.08978204231906234,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,raw_family,exit_x_serial,hq,0.035024799000063084,0.07195044249324628,0.05626623090012412,0.6666666666666666,0.3333333333333333,0.3333333333333333,positive
reasoning_A,A,HQ + A,raw_family,field_relevance_score,hq,-0.0582102390130327,0.05131200194992842,0.06569971977762704,0.1111111111111111,0.8888888888888888,0.1111111111111111,negative
reasoning_A,A,HQ + A,raw_family,founding_role_count,hq,0.002125247894234489,0.13262857719112742,0.10841980546784785,0.5555555555555556,0.4444444444444444,0.4444444444444444,positive
reasoning_A,A,HQ + A,raw_family,founding_timing,hq,0.020658528450608594,0.11624058205057278,0.09257457480124888,0.4444444444444444,0.5555555555555556,0.4444444444444444,negative
reasoning_A,A,HQ + A,raw_family,has_prior_acquisition,hq,0.06477501194606824,0.03424914000162188,0.06477501194606824,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,raw_family,has_prior_ipo,hq,0.08908128891811551,0.02562379738128948,0.08908128891811551,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,raw_family,industry_alignment,hq,0.19252448138856137,0.027622213925007067,0.19252448138856137,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,raw_family,industry_pivot_count,hq,-0.07082416563074062,0.04089021867967502,0.07082416563074062,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,raw_family,industry_prestige_penalty,hq,0.11088971184812074,0.024409693428317347,0.11088971184812074,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,raw_family,is_serial_founder,hq,-0.1953770045575784,0.11716898139951276,0.1953770045575784,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,raw_family,longest_founding_tenure,hq,-0.16912024235861103,0.115003329015845,0.17992642267382386,0.1111111111111111,0.8888888888888888,0.1111111111111111,negative
reasoning_A,A,HQ + A,raw_family,max_company_size_before_founding,hq,0.12100697750173683,0.06615942265567223,0.1248270987374056,0.8888888888888888,0.1111111111111111,0.1111111111111111,positive
reasoning_A,A,HQ + A,raw_family,max_seniority_reached,hq,0.24208572312558985,0.07084863489438965,0.24208572312558985,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,raw_family,persistence_score,hq,0.023191737292294054,0.08593047428115445,0.06773706197009845,0.7777777777777778,0.2222222222222222,0.2222222222222222,positive
reasoning_A,A,HQ + A,raw_family,prestige_sacrifice_score,hq,0.0740537716983336,0.08633950895883263,0.0904858592888847,0.7777777777777778,0.2222222222222222,0.2222222222222222,positive
reasoning_A,A,HQ + A,raw_family,prestige_x_relevance,hq,0.050437114485971074,0.09883095907436718,0.10150273434970532,0.6666666666666666,0.3333333333333333,0.3333333333333333,positive
reasoning_A,A,HQ + A,raw_family,repeat_founding_gap,hq,-0.0023995965771726486,0.045745264958114804,0.03309436239417672,0.4444444444444444,0.5555555555555556,0.4444444444444444,negative
reasoning_A,A,HQ + A,raw_family,restlessness_score,hq,-0.09879426841625041,0.07390073198200968,0.10491013364295301,0.1111111111111111,0.8888888888888888,0.1111111111111111,negative
reasoning_A,A,HQ + A,raw_family,sacrifice_x_serial,hq,0.18430396161342216,0.11210626556333574,0.18430396161342216,1.0,0.0,0.0,positive
reasoning_A,A,HQ + A,raw_family,seniority_is_monotone,hq,-0.03258948761255085,0.05335190161399298,0.055125836702603424,0.2222222222222222,0.7777777777777778,0.2222222222222222,negative
reasoning_A,A,HQ + A,raw_family,stem_flag,hq,0.08500928446959229,0.08775281335281646,0.10019780979451302,0.8888888888888888,0.1111111111111111,0.1111111111111111,positive
reasoning_A,A,HQ + A,raw_family,total_inferred_experience,hq,-0.26556191567407905,0.1270356394445082,0.26556191567407905,0.0,1.0,0.0,negative
reasoning_A,A,HQ + A,raw_family,years_in_large_company,hq,0.1202525293194219,0.02604070276664012,0.1202525293194219,1.0,0.0,0.0,positive
reasoning_B,B,HQ + B,augmentation_track,B_evidence_support_rating,reasoning,0.32371333926863555,0.14723671775699315,0.32371333926863555,1.0,0.0,0.0,positive
reasoning_B,B,HQ + B,augmentation_track,B_rubric_score,reasoning,-0.3247382805662875,0.038259313997902895,0.3247382805662875,0.0,1.0,0.0,negative
reasoning_B,B,HQ + B,augmentation_track,best_degree_prestige,hq,0.14772138154593836,0.045433855661672365,0.14772138154593836,1.0,0.0,0.0,positive
reasoning_B,B,HQ + B,augmentation_track,comfort_index,hq,0.06010407706449436,0.0416984502464308,0.06821466553991334,0.8888888888888888,0.1111111111111111,0.1111111111111111,positive
reasoning_B,B,HQ + B,augmentation_track,company_size_is_growing,hq,0.023202833701273923,0.05206529052065506,0.04965951755114967,0.7777777777777778,0.2222222222222222,0.2222222222222222,positive
reasoning_B,B,HQ + B,augmentation_track,degree_level,hq,-0.0904092545792326,0.038268913524679496,0.0904092545792326,0.0,1.0,0.0,negative
reasoning_B,B,HQ + B,augmentation_track,edu_prestige_tier,hq,0.14772138154593836,0.045433855661672365,0.14772138154593836,1.0,0.0,0.0,positive
reasoning_B,B,HQ + B,augmentation_track,exit_count,hq,0.08903615111199467,0.03203031963672651,0.08903615111199467,1.0,0.0,0.0,positive
reasoning_B,B,HQ + B,augmentation_track,exit_x_serial,hq,0.03761112321572943,0.07488925716655223,0.05980053941767083,0.6666666666666666,0.3333333333333333,0.3333333333333333,positive
reasoning_B,B,HQ + B,augmentation_track,field_relevance_score,hq,-0.010616722631345683,0.044515791278009226,0.035649316876518816,0.4444444444444444,0.5555555555555556,0.4444444444444444,negative
reasoning_B,B,HQ + B,augmentation_track,founding_role_count,hq,-0.017213651248651915,0.13168551821410654,0.10765578789639947,0.5555555555555556,0.4444444444444444,0.4444444444444444,positive
reasoning_B,B,HQ + B,augmentation_track,founding_timing,hq,0.011282843208273233,0.12365590449783848,0.10530129256132587,0.5555555555555556,0.4444444444444444,0.4444444444444444,positive
reasoning_B,B,HQ + B,augmentation_track,has_prior_acquisition,hq,0.07008955179800076,0.03731773695565209,0.07008955179800076,1.0,0.0,0.0,positive
reasoning_B,B,HQ + B,augmentation_track,has_prior_ipo,hq,0.07394786303495553,0.021939288453643943,0.07394786303495553,1.0,0.0,0.0,positive
reasoning_B,B,HQ + B,augmentation_track,industry_alignment,hq,0.2015397243993314,0.0356999691971248,0.2015397243993314,1.0,0.0,0.0,positive
reasoning_B,B,HQ + B,augmentation_track,industry_pivot_count,hq,-0.06868788194242324,0.03661301153823174,0.06868788194242324,0.0,1.0,0.0,negative
reasoning_B,B,HQ + B,augmentation_track,industry_prestige_penalty,hq,0.0819116277021207,0.029585157937716162,0.0819116277021207,1.0,0.0,0.0,positive
reasoning_B,B,HQ + B,augmentation_track,is_serial_founder,hq,-0.16874053986806886,0.10452718955144127,0.16874053986806886,0.0,1.0,0.0,negative
reasoning_B,B,HQ + B,augmentation_track,longest_founding_tenure,hq,-0.1204888984715029,0.12002046038678378,0.1455444898330465,0.2222222222222222,0.7777777777777778,0.2222222222222222,negative
reasoning_B,B,HQ + B,augmentation_track,max_company_size_before_founding,hq,0.06937045266719179,0.07863656891474702,0.09564323527093467,0.7777777777777778,0.2222222222222222,0.2222222222222222,positive
reasoning_B,B,HQ + B,augmentation_track,max_seniority_reached,hq,0.21790340369901387,0.07255199925235711,0.21790340369901387,1.0,0.0,0.0,positive
reasoning_B,B,HQ + B,augmentation_track,persistence_score,hq,0.013305769247376495,0.09843679621845788,0.07390667617581431,0.5555555555555556,0.4444444444444444,0.4444444444444444,positive
reasoning_B,B,HQ + B,augmentation_track,prestige_sacrifice_score,hq,0.11729664141752583,0.09565438101803886,0.11982649222899035,0.8888888888888888,0.1111111111111111,0.1111111111111111,positive
reasoning_B,B,HQ + B,augmentation_track,prestige_x_relevance,hq,0.05965850273753304,0.09437818584970331,0.09280788979478702,0.6666666666666666,0.3333333333333333,0.3333333333333333,positive
reasoning_B,B,HQ + B,augmentation_track,repeat_founding_gap,hq,0.02018053030738176,0.04740598171748346,0.04169774110547983,0.6666666666666666,0.3333333333333333,0.3333333333333333,positive
reasoning_B,B,HQ + B,augmentation_track,restlessness_score,hq,-0.08218267090043313,0.07399432522402095,0.08942355058527104,0.1111111111111111,0.8888888888888888,0.1111111111111111,negative
reasoning_B,B,HQ + B,augmentation_track,sacrifice_x_serial,hq,0.15514573613774474,0.1065856781898217,0.156951169367282,0.8888888888888888,0.1111111111111111,0.1111111111111111,positive
reasoning_B,B,HQ + B,augmentation_track,seniority_is_monotone,hq,-0.05087500123125576,0.05322394589627548,0.06620372761576533,0.2222222222222222,0.7777777777777778,0.2222222222222222,negative
reasoning_B,B,HQ + B,augmentation_track,stem_flag,hq,0.04996841905131187,0.07676956697081574,0.07563640123518006,0.6666666666666666,0.3333333333333333,0.3333333333333333,positive
reasoning_B,B,HQ + B,augmentation_track,total_inferred_experience,hq,-0.2985490196231243,0.14245654233436894,0.2985490196231243,0.0,1.0,0.0,negative
reasoning_B,B,HQ + B,augmentation_track,years_in_large_company,hq,0.14653577658784916,0.018707647101115096,0.14653577658784916,1.0,0.0,0.0,positive
reasoning_B,B,HQ + B,competition_track,B_evidence_support_rating,reasoning,0.3220578114405656,0.14584832594470878,0.3220578114405656,1.0,0.0,0.0,positive
reasoning_B,B,HQ + B,competition_track,B_rubric_score,reasoning,-0.3223221989154417,0.03513392690661747,0.3223221989154417,0.0,1.0,0.0,negative
reasoning_B,B,HQ + B,competition_track,best_degree_prestige,hq,0.1461806211506934,0.04590589482855784,0.1461806211506934,1.0,0.0,0.0,positive
reasoning_B,B,HQ + B,competition_track,comfort_index,hq,0.05966756284881685,0.04165838160623807,0.06778258567383602,0.8888888888888888,0.1111111111111111,0.1111111111111111,positive
reasoning_B,B,HQ + B,competition_track,company_size_is_growing,hq,0.022621905248289505,0.05226542040116407,0.04970054737336489,0.6666666666666666,0.3333333333333333,0.3333333333333333,positive
reasoning_B,B,HQ + B,competition_track,degree_level,hq,-0.09024619202191828,0.038631115038499524,0.09024619202191828,0.0,1.0,0.0,negative
reasoning_B,B,HQ + B,competition_track,edu_prestige_tier,hq,0.1461806211506934,0.04590589482855784,0.1461806211506934,1.0,0.0,0.0,positive
reasoning_B,B,HQ + B,competition_track,exit_count,hq,0.18962266863232044,0.06324360145401695,0.18962266863232044,1.0,0.0,0.0,positive
