family_id,family_label,family_display_label,route_group,route_label,evaluator_model,requested_n_components,actual_n_components,original_reasoning_feature_count,latent_feature_count,outer_split_id,repeat_index,fold_index,precision,recall,pr_auc,f0_5,threshold
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_11_fold_02,11,2,0.20149253731343283,0.20454545454545456,0.16893476398377455,0.20209580838323354,0.17000000000000004
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_11_fold_02,11,2,0.20909090909090908,0.17424242424242425,0.17512307513649755,0.20104895104895104,0.6800000000000002
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_11_fold_03,11,3,0.19540229885057472,0.12878787878787878,0.16022641662447495,0.17708333333333334,0.22000000000000003
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_11_fold_03,11,3,0.2222222222222222,0.12121212121212122,0.16137012228217323,0.19047619047619047,0.7400000000000002
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_12_fold_01,12,1,0.24,0.13636363636363635,0.16030563652066293,0.20833333333333334,0.26000000000000006
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_12_fold_01,12,1,0.288135593220339,0.12878787878787878,0.16681678077997844,0.23097826086956522,0.8000000000000002
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_12_fold_02,12,2,0.14285714285714285,0.05303030303030303,0.1475922182785384,0.10670731707317073,0.26000000000000006
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_12_fold_02,12,2,0.18181818181818182,0.09090909090909091,0.14972592577817195,0.15151515151515152,0.7300000000000002
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_12_fold_03,12,3,0.2523364485981308,0.20454545454545456,0.19873384415690232,0.24107142857142858,0.2
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_12_fold_03,12,3,0.2073170731707317,0.38636363636363635,0.19951558980488532,0.22849462365591397,0.5900000000000002
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_13_fold_01,13,1,0.3055555555555556,0.16666666666666666,0.18522454739045846,0.2619047619047619,0.23000000000000004
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_13_fold_01,13,1,0.27848101265822783,0.16666666666666666,0.19405214034966262,0.24553571428571427,0.7200000000000002
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_13_fold_02,13,2,0.10869565217391304,0.03787878787878788,0.13296082510955043,0.07911392405063292,0.35000000000000003
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_13_fold_02,13,2,0.1810344827586207,0.1590909090909091,0.1353158600952866,0.1761744966442953,0.6600000000000001
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_13_fold_03,13,3,0.21348314606741572,0.14393939393939395,0.1693376708615577,0.19467213114754098,0.23000000000000004
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_13_fold_03,13,3,0.19298245614035087,0.25,0.17232512789525567,0.20220588235294118,0.6400000000000001
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_14_fold_01,14,1,0.22123893805309736,0.1893939393939394,0.17783835274958784,0.21404109589041095,0.18000000000000005
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_14_fold_01,14,1,0.2631578947368421,0.11363636363636363,0.16780358465557724,0.20833333333333334,0.7400000000000002
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_14_fold_02,14,2,0.25,0.18181818181818182,0.17395892983798728,0.23255813953488372,0.2
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_14_fold_02,14,2,0.2152777777777778,0.23484848484848486,0.17690727665387024,0.2189265536723164,0.6600000000000001
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_14_fold_03,14,3,0.205607476635514,0.16666666666666666,0.15462867567519165,0.19642857142857142,0.2
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_14_fold_03,14,3,0.23232323232323232,0.17424242424242425,0.16117994208049138,0.2178030303030303,0.7000000000000002
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_15_fold_01,15,1,0.21739130434782608,0.11363636363636363,0.15243140398062838,0.18382352941176472,0.25000000000000006
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_15_fold_01,15,1,0.21052631578947367,0.15151515151515152,0.1749895098069761,0.1953125,0.6800000000000002
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_15_fold_02,15,2,0.2032520325203252,0.1893939393939394,0.17773365559555762,0.20032051282051283,0.19
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_15_fold_02,15,2,0.20833333333333334,0.3787878787878788,0.18265113433868246,0.22893772893772893,0.6100000000000001
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_15_fold_03,15,3,0.1949685534591195,0.23484848484848486,0.1532934692068517,0.20182291666666666,0.17000000000000004
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_15_fold_03,15,3,0.26666666666666666,0.12121212121212122,0.15709039192288074,0.21505376344086022,0.7700000000000002
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_16_fold_01,16,1,0.19696969696969696,0.09848484848484848,0.15747021209466514,0.16414141414141414,0.25000000000000006
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_16_fold_01,16,1,0.2112676056338028,0.11363636363636363,0.1524638463872916,0.18028846153846154,0.7400000000000002
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_16_fold_02,16,2,0.34065934065934067,0.23484848484848486,0.20283233582429305,0.3125,0.2
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_16_fold_02,16,2,0.29,0.2196969696969697,0.21741977733649986,0.2725563909774436,0.6700000000000002
HQ,HQ,HQ,hq_benchmark,HQ,logistic,,0,0,0,repeat_16_fold_03,16,3,0.18478260869565216,0.25757575757575757,0.1495957766338471,0.195852534562212,0.16000000000000003
HQ,HQ,HQ,hq_benchmark,HQ,xgb1,,0,0,0,repeat_16_fold_03,16,3,0.171875,0.08333333333333333,0.14333329591775096,0.14175257731958762,0.7800000000000001
reasoning_A,A,HQ + A,raw_family,HQ + A (raw),logistic,,0,5,5,repeat_01_fold_01,1,1,0.2907801418439716,0.3106060606060606,0.2248034962736978,0.29454022988505746,0.24000000000000005
reasoning_A,A,HQ + A,raw_family,HQ + A (raw),xgb1,,0,5,5,repeat_01_fold_01,1,1,0.34558823529411764,0.3560606060606061,0.24164258667305183,0.34763313609467456,0.7400000000000002
reasoning_A,A,HQ + A,block_pls,HQ + A PLS-block (k=2),logistic,2.0,2,5,2,repeat_01_fold_01,1,1,0.28125,0.2727272727272727,0.21186344006532387,0.2795031055900621,0.24000000000000005
reasoning_A,A,HQ + A,block_pls,HQ + A PLS-block (k=2),xgb1,2.0,2,5,2,repeat_01_fold_01,1,1,0.30578512396694213,0.2803030303030303,0.23321927206706441,0.3003246753246753,0.7800000000000001
reasoning_A,A,HQ + A,block_pls,HQ + A PLS-block (k=3),logistic,3.0,3,5,3,repeat_01_fold_01,1,1,0.2847222222222222,0.3106060606060606,0.22494485707880604,0.2895480225988701,0.24000000000000005
reasoning_A,A,HQ + A,block_pls,HQ + A PLS-block (k=3),xgb1,3.0,3,5,3,repeat_01_fold_01,1,1,0.3064516129032258,0.2878787878787879,0.24373985178825677,0.30254777070063693,0.7900000000000001
reasoning_B,B,HQ + B,raw_family,HQ + B (raw),logistic,,0,2,2,repeat_01_fold_01,1,1,0.2676056338028169,0.14393939393939395,0.17243101450731563,0.2283653846153846,0.24000000000000005
reasoning_B,B,HQ + B,raw_family,HQ + B (raw),xgb1,,0,2,2,repeat_01_fold_01,1,1,0.2625,0.1590909090909091,0.18747544793509865,0.2323008849557522,0.7100000000000002
reasoning_B,B,HQ + B,block_pls,HQ + B PLS-block (k=1),logistic,1.0,1,2,1,repeat_01_fold_01,1,1,0.22131147540983606,0.20454545454545456,0.1698055326062223,0.21774193548387097,0.18000000000000005
reasoning_B,B,HQ + B,block_pls,HQ + B PLS-block (k=1),xgb1,1.0,1,2,1,repeat_01_fold_01,1,1,0.24719101123595505,0.16666666666666666,0.18663219052430366,0.22540983606557377,0.7000000000000002
reasoning_B,B,HQ + B,block_pls,HQ + B PLS-block (k=2),logistic,2.0,2,2,2,repeat_01_fold_01,1,1,0.2676056338028169,0.14393939393939395,0.17240305095371458,0.2283653846153846,0.24000000000000005
reasoning_B,B,HQ + B,block_pls,HQ + B PLS-block (k=2),xgb1,2.0,2,2,2,repeat_01_fold_01,1,1,0.2619047619047619,0.16666666666666666,0.1887144333802997,0.23504273504273504,0.7100000000000002
reasoning_C,C,HQ + C,raw_family,HQ + C (raw),logistic,,0,3,3,repeat_01_fold_01,1,1,0.2222222222222222,0.21212121212121213,0.17341327523893665,0.22012578616352202,0.18000000000000005
reasoning_C,C,HQ + C,raw_family,HQ + C (raw),xgb1,,0,3,3,repeat_01_fold_01,1,1,0.25609756097560976,0.1590909090909091,0.18537029952654133,0.22826086956521738,0.7100000000000002
reasoning_C,C,HQ + C,block_pls,HQ + C PLS-block (k=2),logistic,2.0,2,3,2,repeat_01_fold_01,1,1,0.20567375886524822,0.2196969696969697,0.17327426693036385,0.20833333333333334,0.17000000000000004
reasoning_C,C,HQ + C,block_pls,HQ + C PLS-block (k=2),xgb1,2.0,2,3,2,repeat_01_fold_01,1,1,0.22727272727272727,0.1893939393939394,0.19299935828827666,0.21853146853146854,0.6800000000000002
reasoning_D,D,HQ + D,raw_family,HQ + D (raw),logistic,,0,2,2,repeat_01_fold_01,1,1,0.19801980198019803,0.30303030303030304,0.17858399384408272,0.2127659574468085,0.15000000000000002
reasoning_D,D,HQ + D,raw_family,HQ + D (raw),xgb1,,0,2,2,repeat_01_fold_01,1,1,0.23076923076923078,0.18181818181818182,0.18976820296979627,0.21897810218978103,0.6800000000000002
reasoning_D,D,HQ + D,block_pls,HQ + D PLS-block (k=1),logistic,1.0,1,2,1,repeat_01_fold_01,1,1,0.2786885245901639,0.12878787878787878,0.17396584582161326,0.22606382978723405,0.26000000000000006
reasoning_D,D,HQ + D,block_pls,HQ + D PLS-block (k=1),xgb1,1.0,1,2,1,repeat_01_fold_01,1,1,0.28378378378378377,0.1590909090909091,0.18831086404448769,0.24532710280373832,0.7200000000000002
reasoning_D,D,HQ + D,block_pls,HQ + D PLS-block (k=2),logistic,2.0,2,2,2,repeat_01_fold_01,1,1,0.2391304347826087,0.25,0.17873358346847104,0.2412280701754386,0.18000000000000005
reasoning_D,D,HQ + D,block_pls,HQ + D PLS-block (k=2),xgb1,2.0,2,2,2,repeat_01_fold_01,1,1,0.28169014084507044,0.15151515151515152,0.19409839719999267,0.2403846153846154,0.7200000000000002
reasoning_E,E,HQ + E,raw_family,HQ + E (raw),logistic,,0,3,3,repeat_01_fold_01,1,1,0.189873417721519,0.22727272727272727,0.1715627743781797,0.19633507853403143,0.16000000000000003
reasoning_E,E,HQ + E,raw_family,HQ + E (raw),xgb1,,0,3,3,repeat_01_fold_01,1,1,0.22916666666666666,0.3333333333333333,0.18597884076260268,0.24444444444444444,0.6200000000000001
reasoning_E,E,HQ + E,block_pls,HQ + E PLS-block (k=1),logistic,1.0,1,3,1,repeat_01_fold_01,1,1,0.2088607594936709,0.25,0.17203629784921057,0.21596858638743455,0.16000000000000003
reasoning_E,E,HQ + E,block_pls,HQ + E PLS-block (k=1),xgb1,1.0,1,3,1,repeat_01_fold_01,1,1,0.21808510638297873,0.3106060606060606,0.18649724148546085,0.2319004524886878,0.6200000000000001
reasoning_F,F,HQ + F,raw_family,HQ + F (raw),logistic,,0,6,6,repeat_01_fold_01,1,1,0.24752475247524752,0.1893939393939394,0.1814528188968434,0.2332089552238806,0.21000000000000002
reasoning_F,F,HQ + F,raw_family,HQ + F (raw),xgb1,,0,6,6,repeat_01_fold_01,1,1,0.2602739726027397,0.14393939393939395,0.1899722611300831,0.2240566037735849,0.7100000000000002
reasoning_F,F,HQ + F,block_pls,HQ + F PLS-block (k=2),logistic,2.0,2,6,2,repeat_01_fold_01,1,1,0.25225225225225223,0.21212121212121213,0.18074051446099543,0.24305555555555555,0.2
reasoning_F,F,HQ + F,block_pls,HQ + F PLS-block (k=2),xgb1,2.0,2,6,2,repeat_01_fold_01,1,1,0.2905982905982906,0.25757575757575757,0.20774189385205613,0.2833333333333333,0.6700000000000002
reasoning_F,F,HQ + F,block_pls,HQ + F PLS-block (k=3),logistic,3.0,3,6,3,repeat_01_fold_01,1,1,0.27358490566037735,0.2196969696969697,0.18344430078291363,0.2607913669064748,0.2
reasoning_F,F,HQ + F,block_pls,HQ + F PLS-block (k=3),xgb1,3.0,3,6,3,repeat_01_fold_01,1,1,0.3146067415730337,0.21212121212121213,0.2133296427374348,0.28688524590163933,0.6900000000000002
reasoning_A,A,HQ + A,raw_family,HQ + A (raw),logistic,,0,5,5,repeat_01_fold_02,1,2,0.34579439252336447,0.2803030303030303,0.2453701868620316,0.33035714285714285,0.29000000000000004
reasoning_A,A,HQ + A,raw_family,HQ + A (raw),xgb1,,0,5,5,repeat_01_fold_02,1,2,0.31896551724137934,0.2803030303030303,0.24658735980113028,0.3104026845637584,0.7400000000000002
reasoning_A,A,HQ + A,block_pls,HQ + A PLS-block (k=2),logistic,2.0,2,5,2,repeat_01_fold_02,1,2,0.3652173913043478,0.3181818181818182,0.23858524266651499,0.3547297297297297,0.27
reasoning_A,A,HQ + A,block_pls,HQ + A PLS-block (k=2),xgb1,2.0,2,5,2,repeat_01_fold_02,1,2,0.3333333333333333,0.3939393939393939,0.25787249026154424,0.3439153439153439,0.7200000000000002
reasoning_A,A,HQ + A,block_pls,HQ + A PLS-block (k=3),logistic,3.0,3,5,3,repeat_01_fold_02,1,2,0.3490566037735849,0.2803030303030303,0.24611192536139334,0.3327338129496403,0.29000000000000004
reasoning_A,A,HQ + A,block_pls,HQ + A PLS-block (k=3),xgb1,3.0,3,5,3,repeat_01_fold_02,1,2,0.3793103448275862,0.3333333333333333,0.26372564946145566,0.3691275167785235,0.7700000000000002
reasoning_B,B,HQ + B,raw_family,HQ + B (raw),logistic,,0,2,2,repeat_01_fold_02,1,2,0.2088607594936709,0.25,0.17136850506784335,0.21596858638743455,0.19
reasoning_B,B,HQ + B,raw_family,HQ + B (raw),xgb1,,0,2,2,repeat_01_fold_02,1,2,0.21476510067114093,0.24242424242424243,0.17682855410943357,0.21978021978021978,0.6700000000000002
reasoning_B,B,HQ + B,block_pls,HQ + B PLS-block (k=1),logistic,1.0,1,2,1,repeat_01_fold_02,1,2,0.21897810218978103,0.22727272727272727,0.1701970148529886,0.22058823529411764,0.2
reasoning_B,B,HQ + B,block_pls,HQ + B PLS-block (k=1),xgb1,1.0,1,2,1,repeat_01_fold_02,1,2,0.2129032258064516,0.25,0.1768086941987339,0.21941489361702127,0.6700000000000002
reasoning_B,B,HQ + B,block_pls,HQ + B PLS-block (k=2),logistic,2.0,2,2,2,repeat_01_fold_02,1,2,0.20754716981132076,0.25,0.17129722368698122,0.21484375,0.19
reasoning_B,B,HQ + B,block_pls,HQ + B PLS-block (k=2),xgb1,2.0,2,2,2,repeat_01_fold_02,1,2,0.21341463414634146,0.26515151515151514,0.17904438174223683,0.22208121827411167,0.6600000000000001
reasoning_C,C,HQ + C,raw_family,HQ + C (raw),logistic,,0,3,3,repeat_01_fold_02,1,2,0.21641791044776118,0.2196969696969697,0.1709577855061698,0.21706586826347304,0.21000000000000002
