,top_university,has_phd,has_mba,stem_degree,prior_exit,multiple_exits,senior_leadership,large_company_exp,startup_exp,long_experience,serial_founder,technical_role,many_prior_roles,short_tenure_pattern,industry_match,qs_top_25,qs_top_50,qs_top_100,qs_top_200,qs_inverse_best,prior_ipos,prior_acquisitions,large_company_years,experience_duration,technical_experience_duration
qs_top_25,0.7566301250974743,0.17752473104450342,0.0685297132040618,0.1890507072709246,0.08764820203661818,0.0333798776297118,0.0018409649555724225,0.1374631621085994,0.0118914219741685,-0.0019201208126601076,0.02112989177942942,0.04613090623975129,0.027213030093108093,0.039566571519979186,0.024607026584650617,1.0,0.7566301250974743,0.6554286209022308,0.5399535954931686,0.628948218022464,0.03986875558829211,0.08515937235199417,0.06770889349240884,0.02266109439280112,0.027677389513414655
qs_top_50,1.0,0.1956879311590225,0.09246756437682549,0.21310919262128097,0.07448046701613689,0.03119059925075692,-0.011543411038680763,0.14595983007265834,0.007432079335420581,0.013547152274965599,0.01681836800402018,0.03548707019232615,0.04222146309886131,0.05158748870348755,0.01102247483034656,0.7566301250974743,1.0,0.866247059377644,0.7136295233071804,0.5054450894634336,0.04192474603547319,0.06684601387018323,0.08001781774030639,0.03305849873240227,0.012531482325593831
qs_top_100,0.866247059377644,0.19815653797108057,0.08509750184020595,0.2177766330968886,0.06646684399400182,0.025451320128265006,-0.015171118749430742,0.15130599969174058,0.0076790870970405945,0.026496251572447484,0.021467959958147466,0.048507049322594795,0.04554658211178243,0.057151724219582,0.016315155111726473,0.6554286209022308,0.866247059377644,1.0,0.823817542099239,0.44527697939776156,0.030799330734761775,0.06129848294910884,0.0818144384503774,0.039894138361190844,0.02102285709474907
qs_top_200,0.7136295233071804,0.19691720255252046,0.09026117804172566,0.2474908784970992,0.04835387823106068,0.021277363697541875,-0.019423309857791657,0.17179124998969542,0.010266831083176435,0.05121004220987524,0.01518588280763854,0.054774834784855966,0.0460036675110774,0.05418417345670436,0.027708285413119243,0.5399535954931686,0.7136295233071804,0.823817542099239,1.0,0.37100682530335394,0.016750969717291044,0.0459041071662492,0.10554514054018675,0.044395800602479746,0.030813703276596136
qs_inverse_best,0.5054450894634336,0.08660396023582347,0.10514403908408518,0.0989798248476861,0.0435286996828775,0.040616178515381546,-0.0015028733636043368,0.10443129588459206,-0.006659384362978411,-0.004798633236389771,0.024053657859525658,0.02000889352814484,0.00862889568659744,0.010556142532960175,0.016820997688481523,0.628948218022464,0.5054450894634336,0.44527697939776156,0.37100682530335394,1.0,0.04633872347856434,0.0440876923775982,0.046171056800993406,0.028605833634646294,0.009365522080698099
prior_ipos,0.04192474603547319,0.005742801409119198,0.013459999476212486,-0.00672306647611519,0.3793311930169221,0.4506976874397692,0.03599458221899094,0.013100754326861743,0.030831654772905743,0.0071307839124327066,0.08183593728853228,-0.0143477782755964,0.030545553334086487,-0.029256763301324075,0.0101457695212742,0.03986875558829211,0.04192474603547319,0.030799330734761775,0.016750969717291044,0.04633872347856434,1.0,0.14455775793356226,0.029206608289309082,0.06284494011636042,0.01307614168480814
prior_acquisitions,0.06684601387018323,-0.01648516355548307,0.009686864728289247,0.041934379084486675,0.9517083784274445,0.4097932961660103,0.10843149474077161,0.024794124178914363,0.06414736554121939,0.0642440599342129,0.17635238014347293,0.032642109115248,0.07320088509862796,-0.031458121540376104,0.05244689928986227,0.08515937235199417,0.06684601387018323,0.06129848294910884,0.0459041071662492,0.0440876923775982,0.14455775793356226,1.0,0.00817663385106709,0.05936919406245843,0.02393521522233372
large_company_years,0.08001781774030639,0.14067004685571452,0.09210583583433334,0.13156994004613423,0.012865517050328942,0.013948813897556308,0.05882911962771529,0.48792857132307926,-0.04456727532996742,0.28723885047657577,-0.04602119709184016,0.1583700969311218,0.25767459226171935,-0.15590550332692876,0.12132925186907262,0.06770889349240884,0.08001781774030639,0.0818144384503774,0.10554514054018675,0.046171056800993406,0.029206608289309082,0.00817663385106709,1.0,0.5607399321697963,0.3511251585378818
experience_duration,0.03305849873240227,0.028710865706081126,0.07932514810432269,0.04593322709812276,0.07322360094710824,0.057744148213131674,0.281776352681051,0.20601564794175142,0.1539122777462534,0.5680247006362823,0.20902324280050633,0.20307400414146504,0.4758150896403027,-0.2762038813676664,0.18100048694335077,0.02266109439280112,0.03305849873240227,0.039894138361190844,0.044395800602479746,0.028605833634646294,0.06284494011636042,0.05936919406245843,0.5607399321697963,1.0,0.4602396410416536
technical_experience_duration,0.012531482325593831,0.047085277106901594,-0.009994852541614316,0.17671519062513205,0.028321450656114276,0.014456599793819684,0.1994272242428533,0.17836496078952346,0.0685228031798334,0.31000299454484115,0.016250841260505234,0.5685189310968601,0.27977330112543564,-0.11568017321707427,0.109868280823604,0.027677389513414655,0.012531482325593831,0.02102285709474907,0.030813703276596136,0.009365522080698099,0.01307614168480814,0.02393521522233372,0.3511251585378818,0.4602396410416536,1.0
