set_id,regression,F0.5,ROC-AUC,PR-AUC,Prec,Rec,Acc,reasoning_experiment
set_04,LLM Engineered + Reasoning,0.2608381306675115,0.7087487333870637,0.2249974039616347,0.2569513835298132,0.283006329113924,0.8622727272727273,A+E
set_04,LLM Engineered + Reasoning,0.220613310875518,0.6666657855983027,0.1787767176599813,0.2611044342539476,0.1388924050632911,0.8872727272727273,B+E
set_04,LLM Engineered + Reasoning,0.2566517453484874,0.7016583028137297,0.2170608008687622,0.2521067781382474,0.2805063291139241,0.8613636363636363,A+B+E
set_05,LLM Engineered Only,0.270510015055808,0.6731582329100096,0.1930287123329072,0.3117827780684923,0.1792088607594936,0.8897727272727274,
set_05,LLM Engineered + Reasoning,0.2877711302463689,0.7052687037267498,0.2320743348029622,0.2907571947062312,0.2803481012658227,0.8738636363636363,A
set_05,LLM Engineered + Reasoning,0.2563988627171371,0.6638035453853173,0.1866676368115377,0.29252255520004,0.1741772151898734,0.886590909090909,B
set_05,LLM Engineered + Reasoning,0.2428424975410433,0.6723136901163894,0.196494873068913,0.2569856291280096,0.2019620253164556,0.8743181818181819,E
set_05,LLM Engineered + Reasoning,0.2837589225296603,0.701276048605185,0.2245063703558128,0.2875590839889365,0.2727531645569621,0.8734090909090909,A+B
set_05,LLM Engineered + Reasoning,0.2931600248080892,0.7157248102154743,0.2412014427318807,0.322606668897067,0.217246835443038,0.8888636363636364,A+E
set_05,LLM Engineered + Reasoning,0.2354247238935785,0.6626533389829169,0.1897456655302598,0.2716818642350557,0.1539240506329114,0.8863636363636364,B+E
set_05,LLM Engineered + Reasoning,0.2852136666748275,0.7075817155721091,0.2337247610065814,0.3039619250145565,0.2298734177215189,0.8838636363636363,A+B+E
set_06,LLM Engineered Only,0.2286173022121519,0.6804268040888367,0.1804123380226199,0.212081629118624,0.3332911392405063,0.8281818181818181,
set_06,LLM Engineered + Reasoning,0.2580427312606123,0.7095836430480492,0.2188414679346597,0.2363647454040753,0.4117405063291139,0.826590909090909,A
set_06,LLM Engineered + Reasoning,0.2347152308950524,0.6723814484515005,0.1772299293671382,0.2296556886907764,0.2600949367088608,0.8545454545454547,B
set_06,LLM Engineered + Reasoning,0.2353191035536511,0.6838551079593941,0.1837362122268071,0.2219803425490567,0.3106012658227848,0.8400000000000001,E
set_06,LLM Engineered + Reasoning,0.2518621691302148,0.7054536334131386,0.2121926458557251,0.2626199887069452,0.2171835443037975,0.875,A+B
set_06,LLM Engineered + Reasoning,0.2805454461998549,0.7192268664861171,0.2263189507149696,0.2904748352127385,0.2476265822784809,0.8784090909090908,A+E
set_06,LLM Engineered + Reasoning,0.2282057782922156,0.6757448121859146,0.1786216565938915,0.2160356608019939,0.2954430379746836,0.8400000000000001,B+E
set_06,LLM Engineered + Reasoning,0.269252887287195,0.7130918029925015,0.2222091941533243,0.2803559127439724,0.2325,0.8772727272727273,A+B+E
set_07,LLM Engineered Only,0.2619321545244597,0.6585699267331975,0.1945128187370693,0.2915710994658363,0.1892721518987341,0.883409090909091,
set_07,LLM Engineered + Reasoning,0.291576178537095,0.6946720047823922,0.2241001175235212,0.3130438743646291,0.2296835443037975,0.8856818181818182,A
set_07,LLM Engineered + Reasoning,0.255446629867595,0.6562798341471894,0.1942588183718725,0.2596086682713779,0.2448417721518987,0.8656818181818181,B
set_07,LLM Engineered + Reasoning,0.2497715242819955,0.6722300503277154,0.1990053652965154,0.2788662160137608,0.1817088607594937,0.8802272727272727,E
set_07,LLM Engineered + Reasoning,0.2805870136752489,0.6926293808224293,0.2224113398078872,0.3294391281233386,0.1766772151898734,0.8936363636363636,A+B
set_07,LLM Engineered + Reasoning,0.3050905733527213,0.7125031766561577,0.2317986489168343,0.3586475486919509,0.1918987341772152,0.8961363636363636,A+E
set_07,LLM Engineered + Reasoning,0.246300065632803,0.6647399602356232,0.1942930888121692,0.2761350546176762,0.1766455696202531,0.8813636363636362,B+E
set_07,LLM Engineered + Reasoning,0.2972116486138655,0.7063830889048894,0.2263895921282759,0.3563636363636363,0.1792721518987342,0.8970454545454546,A+B+E
set_08,LLM Engineered Only,0.2329847728869994,0.6654751806237063,0.1794216706084287,0.2488727136991415,0.1894303797468354,0.8752272727272727,
set_08,LLM Engineered + Reasoning,0.2686513871497465,0.6967880573531504,0.2215105599941258,0.294913785130693,0.2020886075949367,0.8852272727272726,A
set_08,LLM Engineered + Reasoning,0.2337368681494516,0.6556030900111016,0.1749597188272088,0.2484113310035896,0.1919620253164556,0.875,B
set_08,LLM Engineered + Reasoning,0.2306252873528736,0.6688904440059102,0.183109778911702,0.2285857954429119,0.2425,0.8579545454545455,E
set_08,LLM Engineered + Reasoning,0.2551565516738917,0.6916947237630178,0.2153952251514176,0.2879223764977688,0.1768037974683544,0.8863636363636364,A+B
set_08,LLM Engineered + Reasoning,0.2714629784560022,0.7087596850850992,0.2299991271773353,0.280588582233319,0.2425949367088607,0.8765909090909091,A+E
set_08,LLM Engineered + Reasoning,0.2269780908799875,0.6594060091766225,0.1775981953470057,0.2314163024307952,0.2147468354430379,0.8649999999999999,B+E
set_08,LLM Engineered + Reasoning,0.2683060456075267,0.7016411484260182,0.2220595543745916,0.2655588453045184,0.2830379746835443,0.8656818181818181,A+B+E
set_09,LLM Engineered Only,0.227417707005977,0.6620614493947439,0.1752622251117936,0.250172524889506,0.1690822784810126,0.8786363636363637,
set_09,LLM Engineered + Reasoning,0.2727039934885765,0.6907449254245089,0.2143061466582925,0.2998240690294584,0.2019620253164557,0.8847727272727273,A
set_09,LLM Engineered + Reasoning,0.2255226490763136,0.6555624574799698,0.1725980218583229,0.2334504455187605,0.1994620253164556,0.8684090909090909,B
set_09,LLM Engineered + Reasoning,0.2180261554713897,0.6684303284857537,0.1793665534764932,0.2135006881007405,0.2399050632911392,0.8506818181818183,E
set_09,LLM Engineered + Reasoning,0.2626287058249587,0.6878239105291645,0.210001713281862,0.2926848350231615,0.1868037974683544,0.8856818181818182,A+B
set_09,LLM Engineered + Reasoning,0.2800219668277334,0.7054504816961393,0.2180524447982028,0.2813715986809481,0.2751898734177215,0.8711363636363638,A+E
set_09,LLM Engineered + Reasoning,0.2131759199393824,0.6605888141454905,0.1752127409804675,0.2082258562914981,0.2373417721518987,0.8486363636363636,B+E
set_09,LLM Engineered + Reasoning,0.2713214284408706,0.6988785916585676,0.2147369557072306,0.2855427297348822,0.2272784810126582,0.8786363636363637,A+B+E
set_10,LLM Engineered Only,0.2216871936048078,0.6531161747232495,0.1760750988032047,0.2237320104915041,0.2145886075949367,0.8618181818181819,
set_10,LLM Engineered + Reasoning,0.2516085154965973,0.6873300473152625,0.204329046681783,0.281527883880825,0.1792405063291139,0.8838636363636365,A
set_10,LLM Engineered + Reasoning,0.2141500633495881,0.6427042048902479,0.1750120419483688,0.2209554367201426,0.1919303797468354,0.8663636363636364,B
set_10,LLM Engineered + Reasoning,0.2213237781893155,0.6561574331284866,0.1834937916774066,0.2326142017186793,0.1868037974683544,0.8706818181818182,E
set_10,LLM Engineered + Reasoning,0.2414137689163684,0.6820831981680338,0.2030280023222389,0.3100577182339062,0.1312341772151898,0.8954545454545455,A+B
set_10,LLM Engineered + Reasoning,0.2637416197287286,0.6977578666253812,0.2139364721484009,0.3362223145071982,0.1464240506329114,0.8970454545454546,A+E
set_10,LLM Engineered + Reasoning,0.218949995791223,0.6462584164473996,0.1793564332595252,0.2587275343312562,0.1362658227848101,0.8870454545454546,B+E
set_10,LLM Engineered + Reasoning,0.257191353891702,0.690177320107184,0.2094572947250037,0.3291666666666666,0.1413607594936708,0.8970454545454546,A+B+E
set_01,LLM Engineered Only,0.2439764201362992,0.6450145557274135,0.1775246268366156,0.2532284062718845,0.2145569620253164,0.8722727272727273,
set_01,LLM Engineered + Reasoning,0.271809470158285,0.6961817294491459,0.2204739437814359,0.262710579087568,0.3207594936708861,0.8565909090909092,A
set_01,LLM Engineered + Reasoning,0.2368808764400266,0.6366846754304349,0.1748710489170712,0.2678484043189925,0.1641139240506329,0.8831818181818182,B
set_01,LLM Engineered + Reasoning,0.2441158818337079,0.6457168011405839,0.1787054679351574,0.254821891153791,0.2094620253164557,0.8734090909090909,E
set_01,LLM Engineered + Reasoning,0.2721046235085751,0.6925737811912326,0.217014361415665,0.2776104167408515,0.2601265822784809,0.8702272727272728,A+B
set_01,LLM Engineered + Reasoning,0.277861440964984,0.7006751859819212,0.2216220921583239,0.2965864182438514,0.2273734177215189,0.8815909090909091,A+E
set_01,LLM Engineered + Reasoning,0.2378565794571661,0.6432724922812071,0.1748544754803482,0.2446032015547452,0.2145253164556962,0.8695454545454545,B+E
set_01,LLM Engineered + Reasoning,0.2793051800206507,0.6989324237701291,0.2194036902031959,0.3067125211827928,0.2096518987341772,0.885909090909091,A+B+E
set_02,LLM Engineered Only,0.2275676662735624,0.6675219234708593,0.1767135441914803,0.2299218194740583,0.2196835443037975,0.8629545454545454,
set_02,LLM Engineered + Reasoning,0.2851922299293217,0.7028054618238279,0.2167995710440115,0.2975964912280702,0.2474999999999999,0.8795454545454545,A
set_02,LLM Engineered + Reasoning,0.2160582504573953,0.6574685419679119,0.1756625032916012,0.2130539127275687,0.2296835443037975,0.8536363636363635,B
set_02,LLM Engineered + Reasoning,0.2350424309325304,0.6698857114178874,0.1819648365161099,0.2273817059442708,0.2726582278481012,0.8509090909090908,E
set_02,LLM Engineered + Reasoning,0.2870246461408252,0.6986585275624615,0.2141351079870005,0.3177201175583924,0.2095253164556962,0.8877272727272727,A+B
set_02,LLM Engineered + Reasoning,0.2838446848305251,0.7064732051213672,0.2159041567506202,0.3050084531031194,0.2247468354430379,0.8838636363636365,A+E
set_02,LLM Engineered + Reasoning,0.2343716598768875,0.6684400954256151,0.1800155122253653,0.2187839843001666,0.3281962025316455,0.834090909090909,B+E
set_02,LLM Engineered + Reasoning,0.2896163237254956,0.7055294217374642,0.2175360464235705,0.327485206966339,0.1995253164556962,0.8911363636363635,A+B+E
set_03,LLM Engineered Only,0.2305473166680069,0.6614705381870368,0.176130835755651,0.2351435890739646,0.2145886075949366,0.865909090909091,
set_03,LLM Engineered + Reasoning,0.263750228052234,0.6999076730382512,0.2166910051516661,0.2700593194416435,0.2424050632911392,0.8727272727272728,A
set_03,LLM Engineered + Reasoning,0.2209427253951585,0.6529378964585407,0.1751963947631729,0.2470056828116803,0.1565506329113924,0.8804545454545455,B
set_03,LLM Engineered + Reasoning,0.2356514784570051,0.6695167530894925,0.1822402631346635,0.2862538003842351,0.1388924050632911,0.890909090909091,E
set_03,LLM Engineered + Reasoning,0.2630353425895488,0.6971021229149876,0.2157265457574458,0.2822928041463208,0.2069936708860759,0.8811363636363636,A+B
set_03,LLM Engineered + Reasoning,0.2729654791642952,0.7050821364512714,0.2204854449301088,0.3354501117659012,0.1565189873417721,0.8963636363636365,A+E
set_03,LLM Engineered + Reasoning,0.2304996418172527,0.6638180994336589,0.1802034423821318,0.2636742291069608,0.1539873417721519,0.8847727272727273,B+E
set_03,LLM Engineered + Reasoning,0.2722150388387653,0.7031160666453327,0.2181278121778534,0.3170213267350065,0.1742405063291139,0.8918181818181818,A+B+E
set_04,LLM Engineered Only,0.2229169556676991,0.6703819875323962,0.1812813216071285,0.2294973317715838,0.2020253164556962,0.8663636363636364,
set_04,LLM Engineered + Reasoning,0.2599613552962978,0.7036609771804232,0.2162292758263199,0.2447660700401281,0.3484493670886076,0.8440909090909091,A
set_04,LLM Engineered + Reasoning,0.221814672748183,0.6667671683882093,0.1788242807539595,0.2046114434474354,0.3382278481012658,0.821590909090909,B
set_04,LLM Engineered + Reasoning,0.2310298401917719,0.6771955037166754,0.1847390855456402,0.2281335697184224,0.2449367088607595,0.8568181818181818,E
set_04,LLM Engineered + Reasoning,0.2582010527414569,0.7021076596797516,0.2142457618063007,0.239223565990723,0.3813291139240506,0.8345454545454546,A+B
set_04,LLM Engineered + Reasoning,0.2660474573729634,0.7069500038026044,0.21978815138811,0.2588412892696858,0.3030696202531645,0.8593181818181819,A+E
set_04,LLM Engineered + Reasoning,0.2212006681223472,0.6730525637454765,0.1817653441578543,0.2188712892508841,0.2323101265822785,0.8556818181818182,B+E
set_04,LLM Engineered + Reasoning,0.2659174739579995,0.7067651189079316,0.2182021272606259,0.2692886456908345,0.255,0.8709090909090909,A+B+E
set_05,LLM Engineered Only,0.2606600747324565,0.672109303318439,0.190702422976293,0.2931746355568834,0.1817088607594936,0.885909090909091,
set_05,LLM Engineered + Reasoning,0.2867497635253491,0.7099040615271259,0.236614170146281,0.2925906425867868,0.2701582278481013,0.8738636363636363,A
set_05,LLM Engineered + Reasoning,0.2537643504260585,0.6668596955299151,0.1879553690578631,0.2826389213623256,0.1817088607594937,0.8836363636363636,B
set_05,LLM Engineered + Reasoning,0.2363793456656428,0.6762960247228543,0.1921834905082581,0.2244434986485073,0.3055696202531646,0.8409090909090908,E
set_05,LLM Engineered + Reasoning,0.2832013045408761,0.7069751273131687,0.2328610408530722,0.289840695587053,0.2625632911392405,0.874090909090909,A+B
set_05,LLM Engineered + Reasoning,0.2795667440152912,0.7142021949916245,0.2371685126380692,0.3556982572162838,0.1514873417721519,0.8995454545454546,A+E
set_05,LLM Engineered + Reasoning,0.2406637288838714,0.6727212010748036,0.189622106490426,0.3125361740162499,0.1262025316455696,0.8961363636363636,B+E
set_05,LLM Engineered + Reasoning,0.2849202498107651,0.7125240032238184,0.233378833324123,0.313523682377665,0.2094936708860759,0.8877272727272727,A+B+E
set_06,LLM Engineered Only,0.2168478084649056,0.6767759206006339,0.1756190557854192,0.1981086389075509,0.3509810126582278,0.8136363636363637,
set_06,LLM Engineered + Reasoning,0.2558130402034128,0.7111121658399707,0.2131718941815603,0.247372143240149,0.2980379746835442,0.8552272727272726,A
set_06,LLM Engineered + Reasoning,0.2121759630222641,0.6708762899964839,0.1727418003815909,0.1952907133434516,0.3257911392405063,0.8184090909090911,B
set_06,LLM Engineered + Reasoning,0.2338816408332917,0.6797117713074241,0.1795279137369173,0.2314928151846247,0.245,0.8590909090909091,E
set_06,LLM Engineered + Reasoning,0.2550645760565871,0.7051809939908975,0.2094816384539955,0.246925298416256,0.295506329113924,0.8554545454545455,A+B
set_06,LLM Engineered + Reasoning,0.2578871363474727,0.7124441310258932,0.2143989764927723,0.2475473878871937,0.310632911392405,0.8529545454545454,A+E
set_06,LLM Engineered + Reasoning,0.229135238430844,0.6766264499527883,0.1770906592739152,0.2280918845771169,0.2348734177215189,0.8593181818181819,B+E
set_06,LLM Engineered + Reasoning,0.2581357347750319,0.7100163634707012,0.2152762644903054,0.2413944689424096,0.3586392405063291,0.8409090909090908,A+B+E
set_07,LLM Engineered Only,0.2492211795729888,0.6587250740520156,0.1931131337457995,0.2508133135406827,0.2448417721518986,0.8654545454545455,
set_07,LLM Engineered + Reasoning,0.2670320415078812,0.7054872957211318,0.2326226173752258,0.3978936229462545,0.1160759493670886,0.905,A
set_07,LLM Engineered + Reasoning,0.237999065519586,0.6592479001228685,0.1914412905936204,0.3432797012424961,0.1084810126582278,0.9,B
set_07,LLM Engineered + Reasoning,0.2443662404685806,0.6731415658729594,0.1919785854431542,0.27385690460751,0.1766455696202531,0.8804545454545455,E
set_07,LLM Engineered + Reasoning,0.2771352420775755,0.7025709421767095,0.23101520501304,0.3006317914032712,0.2120569620253164,0.8845454545454545,A+B
set_07,LLM Engineered + Reasoning,0.2765255041369978,0.7109920152222697,0.2343880336469638,0.2652550445896291,0.3358544303797468,0.8552272727272727,A+E
set_07,LLM Engineered + Reasoning,0.2441829510653569,0.6685034255045117,0.1924477185597117,0.2576014259951511,0.2069620253164557,0.8722727272727273,B+E
set_07,LLM Engineered + Reasoning,0.2734715349673086,0.7091532598196084,0.2334434010379574,0.2840725425704239,0.2397784810126582,0.8754545454545454,A+B+E
set_08,LLM Engineered Only,0.2523307170928822,0.6661983418916624,0.1813128610074213,0.2787595731324545,0.1843354430379747,0.8836363636363636,
set_08,LLM Engineered + Reasoning,0.2728782547515831,0.7074886493248155,0.2246153087229987,0.2637609924786527,0.3182594936708861,0.8586363636363636,A
set_08,LLM Engineered + Reasoning,0.2472782699305775,0.6609369987969942,0.1787674556521448,0.2624132022810027,0.2019936708860759,0.8772727272727273,B
set_08,LLM Engineered + Reasoning,0.2465507380873505,0.6751794917646455,0.1828967704007692,0.256093235565423,0.2171835443037975,0.8718181818181818,E
set_08,LLM Engineered + Reasoning,0.2669939095874156,0.703232479426429,0.2210243983988776,0.2546875734017847,0.3334493670886075,0.8520454545454544,A+B
set_08,LLM Engineered + Reasoning,0.2735252004766201,0.7115327195090393,0.2248118297116244,0.2803866462183636,0.25,0.8752272727272727,A+E
set_08,LLM Engineered + Reasoning,0.2427146761168022,0.6695168896622496,0.1807847586936494,0.2631148347727664,0.1869303797468354,0.8795454545454545,B+E
set_08,LLM Engineered + Reasoning,0.2690026746329654,0.7075911545496927,0.2211117232656133,0.2776856839299479,0.239873417721519,0.8756818181818182,A+B+E
set_09,LLM Engineered Only,0.2222286398501721,0.659608161376602,0.1764234643210576,0.2922818409660515,0.1161392405063291,0.8938636363636364,
set_09,LLM Engineered + Reasoning,0.2789007757766201,0.6990984067828584,0.2208846314529549,0.278176307306125,0.2852848101265822,0.8679545454545454,A
set_09,LLM Engineered + Reasoning,0.2148317247261473,0.6549984800941071,0.1720876899829212,0.2809844288105158,0.1136075949367088,0.8929545454545454,B
set_09,LLM Engineered + Reasoning,0.2191412340190748,0.6662327627698368,0.1772353639090818,0.2200910775307869,0.2170253164556962,0.8604545454545454,E
set_09,LLM Engineered + Reasoning,0.2729866063529093,0.6958670304820715,0.2186007491824225,0.2814779498670344,0.2448101265822785,0.8754545454545454,A+B
set_09,LLM Engineered + Reasoning,0.2896029288934719,0.70368838003129,0.2236137308425556,0.3094026205966504,0.2323417721518987,0.8838636363636363,A+E
set_09,LLM Engineered + Reasoning,0.2217345405657939,0.6625699940442327,0.1745662923754931,0.2164404017035595,0.2473417721518987,0.8511363636363637,B+E
set_09,LLM Engineered + Reasoning,0.2937046611461436,0.7016481113649473,0.2213395727041401,0.313917310759416,0.2347784810126582,0.8843181818181819,A+B+E
set_10,LLM Engineered Only,0.2126954396442291,0.6482202991908848,0.1682240890893099,0.1965811989689492,0.318132911392405,0.8206818181818182,
set_10,LLM Engineered + Reasoning,0.2511220556736649,0.6957387505382907,0.2023257364472707,0.2686486000458038,0.2020253164556962,0.8793181818181818,A
set_10,LLM Engineered + Reasoning,0.2128085025732246,0.6448344659908896,0.1700821025660987,0.1935795107781013,0.3560443037974684,0.8070454545454545,B
set_10,LLM Engineered + Reasoning,0.223348841146739,0.6560426009221069,0.1768600219677055,0.2176052931332705,0.2499367088607595,0.8518181818181818,E
set_10,LLM Engineered + Reasoning,0.2476092270389268,0.693712640622284,0.2022593840321899,0.2661128209574176,0.1969620253164556,0.8795454545454546,A+B
set_10,LLM Engineered + Reasoning,0.2483396896735085,0.6996026900956479,0.2083619830487015,0.284063642406115,0.1692088607594936,0.8877272727272727,A+E
set_10,LLM Engineered + Reasoning,0.2163672606688643,0.6502664003115172,0.1744035640385296,0.213846973345526,0.2272151898734176,0.8552272727272727,B+E
set_10,LLM Engineered + Reasoning,0.2511592757403713,0.696761755479701,0.2066153650044913,0.2697265731926153,0.1995253164556962,0.8795454545454545,A+B+E
