,top_university,has_phd,has_mba,stem_degree,prior_exit,multiple_exits,senior_leadership,large_company_exp,startup_exp,long_experience,serial_founder,technical_role,many_prior_roles,short_tenure_pattern,industry_match,qs_top_25,qs_top_50,qs_top_100,qs_top_200,qs_inverse_best,prior_ipos,prior_acquisitions,large_company_years,experience_duration,technical_experience_duration
serial_founder,0.02360808339514721,-0.05836037654859844,0.007099979688768006,-0.007468850020497366,0.1769692691630987,0.10745926834237433,0.2667444306806442,-0.05869815396491093,0.185496262827995,0.1803519730219984,1.0,0.047442174730633085,0.23545047609624142,-0.02110302269034432,0.05424980772857201,0.02356266068987634,0.02360808339514721,0.024555392456431006,0.015839820954204373,0.022671067045204333,0.04234246202061521,0.17383705823343715,-0.048307638429000585,0.21910717245948877,0.018778507135732203
technical_role,0.035043679291644855,0.10867488704997412,-0.02164890404863408,0.2472735998383931,0.040775013915016825,-0.008831823605704689,0.28725969536605367,0.19523667624068436,0.09705629360252653,0.23680763813954184,0.047442174730633085,1.0,0.3262219949175683,0.07365686181477894,0.10971449432236255,0.045718930141673934,0.035043679291644834,0.04604134401232324,0.047071163718923996,0.014270106108842752,-0.003961077538575442,0.04126156565154473,0.15142841553023162,0.1994173622110898,0.5668932495096208
many_prior_roles,0.05080314417975057,-0.009888565237194365,0.12011549913055579,0.06229059117599976,0.0833165117652939,0.04484959565099072,0.34524389621241125,0.2922692593560452,0.23422196117814864,0.5250153826457913,0.23545047609624142,0.3262219949175683,1.0,0.11550006240247183,0.20838014028576599,0.03135808332148261,0.05080314417975055,0.05334760414824152,0.045704534095349726,0.013227892609996579,0.024928692371963095,0.08185158739028975,0.2578883194549213,0.4827914786912176,0.2813180008062572
short_tenure_pattern,0.051068823085695166,-0.010597597584982427,0.02685523659857217,0.06122908899469775,-0.01811230638425289,-0.012520895785379817,-0.04181285123751386,0.09705362067881622,0.09075221679250918,-0.2233208167040966,-0.02110302269034432,0.07365686181477894,0.11550006240247183,1.0,0.00047307275716306467,0.049354515078520594,0.051068823085695166,0.0580689930817484,0.061272699943395396,0.011415248851232946,-0.01770720617437073,-0.012481972667043569,-0.16022722174336973,-0.28140072184257026,-0.11728246591675442
industry_match,0.021074316138829575,0.013746837971617094,0.027892468601822908,0.09577399925974148,0.05499604789853533,0.025564199475989518,0.09798972114708301,0.14208461294790317,0.1390707600170093,0.198451350402815,0.05424980772857201,0.10971449432236255,0.20838014028576599,0.00047307275716306467,1.0,0.030460745263567915,0.021074316138829593,0.017946120819388962,0.013962715913767583,0.019763383223589566,0.007070016538499838,0.055101399145786434,0.12083223520821436,0.17328335825650973,0.1118815587221511
qs_top_25,0.7590513423987563,0.18907870326418544,0.08374186034131323,0.18160453124474038,0.08457515221266264,0.020218968394012722,0.0014265312132031916,0.14160821582572422,0.00427885146652658,-0.005108460538022561,0.02356266068987634,0.045718930141673934,0.03135808332148261,0.049354515078520594,0.030460745263567915,1.0,0.7590513423987563,0.6525425927148865,0.5336367790178326,0.6317711498677282,0.04020080641004673,0.0833966462482905,0.07143862841431248,0.021854224008210858,0.03307482019278677
qs_top_50,1.0,0.20582512293669547,0.10171398020340601,0.19912688746735316,0.07399793363290605,0.01106701289546517,-0.011042779158728979,0.1492319481171789,0.008604001059445168,0.010645730148646166,0.02360808339514721,0.035043679291644834,0.05080314417975055,0.051068823085695166,0.021074316138829593,0.7590513423987563,1.0,0.8596817583547448,0.7030312038332438,0.5081029104244277,0.03338902816470897,0.07158937651421952,0.08975700594692841,0.0353491539605892,0.01983851472091349
qs_top_100,0.8596817583547448,0.20462167531607078,0.0915294125784139,0.20896961583084592,0.06763829737386838,0.009063138033224675,-0.015840147407282713,0.15986838040869325,0.008599673160123977,0.0280976731480154,0.024555392456431006,0.04604134401232324,0.05334760414824152,0.0580689930817484,0.017946120819388962,0.6525425927148865,0.8596817583547448,1.0,0.8177807624750626,0.4444479533595102,0.02363649586368752,0.06689405602808372,0.0964333538750883,0.043751308704302425,0.029776897274476626
qs_top_200,0.7030312038332438,0.19730238465075492,0.09526086802218268,0.23151082651721078,0.04792803403757385,0.010530755911778728,-0.029405475713492085,0.17848150997464243,0.004853172143717279,0.04494049349941264,0.015839820954204373,0.047071163718923996,0.045704534095349726,0.061272699943395396,0.013962715913767583,0.5336367790178326,0.7030312038332438,0.8177807624750626,1.0,0.3677505646725687,0.011463816324990776,0.04891860608491991,0.10710929018728046,0.042655907376577346,0.03796033991125388
qs_inverse_best,0.5081029104244277,0.07802151907055332,0.11792637163775763,0.09081264933205604,0.04214712464698982,0.026034059076878616,-0.006060796975035917,0.10496726476384356,-0.012233058956479342,0.0005126821254239082,0.022671067045204333,0.014270106108842752,0.013227892609996579,0.011415248851232946,0.019763383223589566,0.6317711498677282,0.5081029104244277,0.4444479533595102,0.3677505646725687,1.0,0.036941819285020557,0.04357032627402871,0.05639872164727134,0.03542469121999232,0.013365337463545082
prior_ipos,0.03338902816470897,0.009007384578734257,-0.012199835214360083,-0.0011044994005013544,0.3320266346598673,0.39486565810712154,0.025583554387464347,0.011575883099329094,0.018098591723288898,0.004620857588971528,0.04234246202061521,-0.003961077538575442,0.024928692371963095,-0.01770720617437073,0.007070016538499838,0.04020080641004673,0.03338902816470897,0.02363649586368752,0.011463816324990776,0.036941819285020557,1.0,0.13762232432576,0.027439956351170636,0.037403741527726235,0.017161292049945417
prior_acquisitions,0.07158937651421952,-0.01349245018599199,0.018852466307223772,0.05775743278019569,0.9654506062781901,0.4097219187785418,0.10551636348885325,0.033659779637563,0.05547392625676915,0.06887278698709179,0.17383705823343715,0.04126156565154473,0.08185158739028975,-0.012481972667043569,0.055101399145786434,0.0833966462482905,0.07158937651421952,0.06689405602808372,0.04891860608491991,0.04357032627402871,0.13762232432576,1.0,0.007400129794813781,0.048658892054472644,0.014707668754133504
large_company_years,0.08975700594692841,0.1385323137445316,0.09008143578463872,0.13110728526962998,0.009111415135376983,0.016024353469620202,0.056996481849129484,0.497731645259502,-0.04946087040660212,0.2906765966379133,-0.048307638429000585,0.15142841553023162,0.2578883194549213,-0.16022722174336973,0.12083223520821436,0.07143862841431248,0.08975700594692841,0.0964333538750883,0.10710929018728046,0.05639872164727134,0.027439956351170636,0.007400129794813781,1.0,0.5654711801824797,0.3287598944523847
experience_duration,0.0353491539605892,0.010023799470675674,0.09021480163204751,0.03697016476430744,0.052994689136991055,0.03993379720104083,0.286107097208143,0.20649037554123373,0.14830433424673242,0.5697132884023718,0.21910717245948877,0.1994173622110898,0.4827914786912176,-0.28140072184257026,0.17328335825650973,0.021854224008210858,0.0353491539605892,0.043751308704302425,0.042655907376577346,0.03542469121999232,0.037403741527726235,0.048658892054472644,0.5654711801824797,1.0,0.4433098885949445
technical_experience_duration,0.01983851472091349,0.05392724811558193,-0.01959125297550236,0.18648406398738454,0.0238898702317767,0.0032447006017791496,0.191525704640609,0.176679199714178,0.06478258948469479,0.30638838424530807,0.018778507135732203,0.5668932495096208,0.2813180008062572,-0.11728246591675442,0.1118815587221511,0.03307482019278677,0.01983851472091349,0.029776897274476626,0.03796033991125388,0.013365337463545082,0.017161292049945417,0.014707668754133504,0.3287598944523847,0.4433098885949445,1.0
