track,feature_set_id,feature_set_label,grouping_spec_id,grouping_spec_label,grouping_scope_id,grouping_scope_label,feature_a,feature_b,same_cluster_frequency,split_count,expected_split_count
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_A,A,A_career_coherence,A_evidence_support_rating,1.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_A,A,A_career_coherence,A_ownership_signal,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_A,A,A_career_coherence,A_scrappiness,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_A,A,A_career_coherence,A_trajectory_strength,1.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_A,A,A_evidence_support_rating,A_ownership_signal,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_A,A,A_evidence_support_rating,A_scrappiness,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_A,A,A_evidence_support_rating,A_trajectory_strength,1.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_A,A,A_ownership_signal,A_scrappiness,1.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_A,A,A_ownership_signal,A_trajectory_strength,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_A,A,A_scrappiness,A_trajectory_strength,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_B,B,B_evidence_support_rating,B_rubric_score,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_C,C,C_evidence_support_rating,C_latent_risk,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_C,C,C_evidence_support_rating,C_latent_strength,1.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_C,C,C_latent_risk,C_latent_strength,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_D,D,D_evidence_support_rating,D_overall_founder_quality,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_E,E,E_evidence_support_rating,E_hidden_risk,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_E,E,E_evidence_support_rating,E_hidden_upside,1.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_E,E,E_hidden_risk,E_hidden_upside,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,A_career_coherence,A_evidence_support_rating,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,A_career_coherence,A_ownership_signal,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,A_career_coherence,A_scrappiness,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,A_career_coherence,A_trajectory_strength,1.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,A_evidence_support_rating,A_ownership_signal,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,A_evidence_support_rating,A_scrappiness,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,A_evidence_support_rating,A_trajectory_strength,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,A_ownership_signal,A_scrappiness,1.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,A_ownership_signal,A_trajectory_strength,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,A_scrappiness,A_trajectory_strength,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_B,B,B_evidence_support_rating,B_rubric_score,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_C,C,C_evidence_support_rating,C_latent_risk,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_C,C,C_evidence_support_rating,C_latent_strength,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_C,C,C_latent_risk,C_latent_strength,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_D,D,D_evidence_support_rating,D_overall_founder_quality,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_E,E,E_evidence_support_rating,E_hidden_risk,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_E,E,E_evidence_support_rating,E_hidden_upside,0.0,48,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_E,E,E_hidden_risk,E_hidden_upside,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_B,B,B_evidence_support_rating,B_rubric_score,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_C,C,C_evidence_support_rating,C_latent_risk,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_C,C,C_evidence_support_rating,C_latent_strength,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_C,C,C_latent_risk,C_latent_strength,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_D,D,D_evidence_support_rating,D_overall_founder_quality,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_E,E,E_evidence_support_rating,E_hidden_risk,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_E,E,E_evidence_support_rating,E_hidden_upside,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_E,E,E_hidden_risk,E_hidden_upside,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence,F_evidence_support_rating,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence,F_ownership_signal,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence,F_rubric_score,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence,F_scrappiness,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence,F_trajectory_strength,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_evidence_support_rating,F_ownership_signal,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_evidence_support_rating,F_rubric_score,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_evidence_support_rating,F_scrappiness,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_evidence_support_rating,F_trajectory_strength,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_ownership_signal,F_rubric_score,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_ownership_signal,F_scrappiness,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_ownership_signal,F_trajectory_strength,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_rubric_score,F_scrappiness,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_rubric_score,F_trajectory_strength,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_scrappiness,F_trajectory_strength,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_B,B,B_evidence_support_rating,B_rubric_score,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_C,C,C_evidence_support_rating,C_latent_risk,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_C,C,C_evidence_support_rating,C_latent_strength,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_C,C,C_latent_risk,C_latent_strength,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_D,D,D_evidence_support_rating,D_overall_founder_quality,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_E,E,E_evidence_support_rating,E_hidden_risk,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_E,E,E_evidence_support_rating,E_hidden_upside,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_E,E,E_hidden_risk,E_hidden_upside,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence,F_evidence_support_rating,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence,F_ownership_signal,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence,F_rubric_score,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence,F_scrappiness,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence,F_trajectory_strength,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_evidence_support_rating,F_ownership_signal,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_evidence_support_rating,F_rubric_score,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_evidence_support_rating,F_scrappiness,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_evidence_support_rating,F_trajectory_strength,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_ownership_signal,F_rubric_score,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_ownership_signal,F_scrappiness,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_ownership_signal,F_trajectory_strength,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_rubric_score,F_scrappiness,0.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_rubric_score,F_trajectory_strength,1.0,48,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_scrappiness,F_trajectory_strength,0.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence,F_evidence_support_rating,0.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence,F_ownership_signal,1.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence,F_rubric_score,1.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence,F_scrappiness,1.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence,F_trajectory_strength,1.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_evidence_support_rating,F_ownership_signal,0.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_evidence_support_rating,F_rubric_score,0.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_evidence_support_rating,F_scrappiness,0.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_evidence_support_rating,F_trajectory_strength,0.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_ownership_signal,F_rubric_score,1.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_ownership_signal,F_scrappiness,1.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_ownership_signal,F_trajectory_strength,1.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_rubric_score,F_scrappiness,1.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_rubric_score,F_trajectory_strength,1.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_scrappiness,F_trajectory_strength,1.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence,F_evidence_support_rating,0.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence,F_ownership_signal,1.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence,F_rubric_score,1.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence,F_scrappiness,0.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence,F_trajectory_strength,1.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_evidence_support_rating,F_ownership_signal,0.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_evidence_support_rating,F_rubric_score,0.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_evidence_support_rating,F_scrappiness,0.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_evidence_support_rating,F_trajectory_strength,0.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_ownership_signal,F_rubric_score,1.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_ownership_signal,F_scrappiness,0.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_ownership_signal,F_trajectory_strength,1.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_rubric_score,F_scrappiness,0.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_rubric_score,F_trajectory_strength,1.0,48,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_scrappiness,F_trajectory_strength,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,comfort_index,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,company_size_is_growing,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,degree_level,1.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,edu_prestige_tier,1.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,exit_count,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,exit_x_serial,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,field_relevance_score,1.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,founding_role_count,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,founding_timing,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,has_prior_acquisition,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,has_prior_ipo,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,industry_alignment,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,industry_pivot_count,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,industry_prestige_penalty,1.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,is_serial_founder,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,longest_founding_tenure,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,max_company_size_before_founding,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,max_seniority_reached,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,persistence_score,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,prestige_sacrifice_score,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,prestige_x_relevance,1.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,repeat_founding_gap,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,restlessness_score,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,sacrifice_x_serial,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,seniority_is_monotone,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,stem_flag,1.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,total_inferred_experience,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige,years_in_large_company,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,company_size_is_growing,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,degree_level,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,edu_prestige_tier,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,exit_count,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,exit_x_serial,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,field_relevance_score,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,founding_role_count,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,founding_timing,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,has_prior_acquisition,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,has_prior_ipo,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,industry_alignment,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,industry_pivot_count,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,industry_prestige_penalty,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,is_serial_founder,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,longest_founding_tenure,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,max_company_size_before_founding,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,max_seniority_reached,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,persistence_score,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,prestige_sacrifice_score,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,prestige_x_relevance,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,repeat_founding_gap,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,restlessness_score,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,sacrifice_x_serial,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,seniority_is_monotone,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,stem_flag,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,total_inferred_experience,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,comfort_index,years_in_large_company,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,company_size_is_growing,degree_level,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,company_size_is_growing,edu_prestige_tier,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,company_size_is_growing,exit_count,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,company_size_is_growing,exit_x_serial,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,company_size_is_growing,field_relevance_score,0.0,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,company_size_is_growing,founding_role_count,0.1875,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,company_size_is_growing,founding_timing,0.1875,48,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,company_size_is_growing,has_prior_acquisition,0.0,48,48
