track,feature_set_id,feature_set_label,grouping_spec_id,grouping_spec_label,grouping_scope_id,grouping_scope_label,cluster_id,cluster_name,cluster_signature,original_feature,source_family_id,source_family_label,feature_group,target_correlation,outer_split_id,repeat_index,fold_index
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_E,E,1,E_grp_1,E_evidence_support_rating | E_hidden_upside,E_evidence_support_rating,reasoning_E,E,reasoning,0.022422857672021314,repeat_01_fold_01,1,1
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_E,E,2,E_grp_2,E_hidden_risk,E_hidden_risk,reasoning_E,E,reasoning,-0.016312513332762027,repeat_01_fold_01,1,1
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,1,A_grp_1,A_ownership_signal | A_scrappiness,A_ownership_signal,reasoning_A,A,reasoning,-0.042292438149415655,repeat_01_fold_01,1,1
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,1,A_grp_1,A_ownership_signal | A_scrappiness,A_scrappiness,reasoning_A,A,reasoning,-0.04467972720359393,repeat_01_fold_01,1,1
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,2,A_grp_2,A_career_coherence | A_trajectory_strength,A_trajectory_strength,reasoning_A,A,reasoning,0.028805007819677573,repeat_01_fold_01,1,1
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,2,A_grp_2,A_career_coherence | A_trajectory_strength,A_career_coherence,reasoning_A,A,reasoning,0.059781994964389754,repeat_01_fold_01,1,1
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,3,A_grp_3,A_evidence_support_rating,A_evidence_support_rating,reasoning_A,A,reasoning,0.14037924878385155,repeat_01_fold_01,1,1
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_B,B,1,B_grp_1,B_rubric_score,B_rubric_score,reasoning_B,B,reasoning,0.022387954890812863,repeat_01_fold_01,1,1
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_B,B,2,B_grp_2,B_evidence_support_rating,B_evidence_support_rating,reasoning_B,B,reasoning,0.035874896727960966,repeat_01_fold_01,1,1
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_C,C,1,C_grp_1,C_evidence_support_rating,C_evidence_support_rating,reasoning_C,C,reasoning,0.02327504751321245,repeat_01_fold_01,1,1
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_C,C,2,C_grp_2,C_latent_risk,C_latent_risk,reasoning_C,C,reasoning,0.0008997278982156371,repeat_01_fold_01,1,1
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_C,C,3,C_grp_3,C_latent_strength,C_latent_strength,reasoning_C,C,reasoning,0.03361634782056041,repeat_01_fold_01,1,1
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_D,D,1,D_grp_1,D_evidence_support_rating,D_evidence_support_rating,reasoning_D,D,reasoning,0.03695637244862078,repeat_01_fold_01,1,1
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_D,D,2,D_grp_2,D_overall_founder_quality,D_overall_founder_quality,reasoning_D,D,reasoning,0.06570956348086211,repeat_01_fold_01,1,1
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_E,E,1,E_grp_1,E_hidden_risk,E_hidden_risk,reasoning_E,E,reasoning,-0.016312513332762027,repeat_01_fold_01,1,1
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_E,E,2,E_grp_2,E_hidden_upside,E_hidden_upside,reasoning_E,E,reasoning,0.020779701114948305,repeat_01_fold_01,1,1
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_E,E,3,E_grp_3,E_evidence_support_rating,E_evidence_support_rating,reasoning_E,E,reasoning,0.022422857672021314,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_B,B,1,B_grp_1,B_rubric_score,B_rubric_score,reasoning_B,B,reasoning,0.022387954890812863,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_B,B,2,B_grp_2,B_evidence_support_rating,B_evidence_support_rating,reasoning_B,B,reasoning,0.035874896727960966,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_C,C,1,C_grp_1,C_evidence_support_rating | C_latent_strength,C_evidence_support_rating,reasoning_C,C,reasoning,0.02327504751321245,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_C,C,1,C_grp_1,C_evidence_support_rating | C_latent_strength,C_latent_strength,reasoning_C,C,reasoning,0.03361634782056041,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_C,C,2,C_grp_2,C_latent_risk,C_latent_risk,reasoning_C,C,reasoning,0.0008997278982156371,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_D,D,1,D_grp_1,D_evidence_support_rating,D_evidence_support_rating,reasoning_D,D,reasoning,0.03695637244862078,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_D,D,2,D_grp_2,D_overall_founder_quality,D_overall_founder_quality,reasoning_D,D,reasoning,0.06570956348086211,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_E,E,1,E_grp_1,E_evidence_support_rating | E_hidden_upside,E_hidden_upside,reasoning_E,E,reasoning,0.020779701114948305,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_E,E,1,E_grp_1,E_evidence_support_rating | E_hidden_upside,E_evidence_support_rating,reasoning_E,E,reasoning,0.022422857672021314,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_E,E,2,E_grp_2,E_hidden_risk,E_hidden_risk,reasoning_E,E,reasoning,-0.016312513332762027,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,1,F_grp_1,F_career_coherence | F_ownership_signal | F_rubric_score | F_scrappiness | F_trajectory_strength,F_trajectory_strength,reasoning_F,F,reasoning,-0.002812363013576644,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,1,F_grp_1,F_career_coherence | F_ownership_signal | F_rubric_score | F_scrappiness | F_trajectory_strength,F_ownership_signal,reasoning_F,F,reasoning,-0.0028414233438181957,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,1,F_grp_1,F_career_coherence | F_ownership_signal | F_rubric_score | F_scrappiness | F_trajectory_strength,F_career_coherence,reasoning_F,F,reasoning,-0.017794121185834205,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,1,F_grp_1,F_career_coherence | F_ownership_signal | F_rubric_score | F_scrappiness | F_trajectory_strength,F_scrappiness,reasoning_F,F,reasoning,0.0012195888823017908,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,1,F_grp_1,F_career_coherence | F_ownership_signal | F_rubric_score | F_scrappiness | F_trajectory_strength,F_rubric_score,reasoning_F,F,reasoning,-0.006754520619861545,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,2,F_grp_2,F_evidence_support_rating,F_evidence_support_rating,reasoning_F,F,reasoning,0.03237348491893182,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_B,B,1,B_grp_1,B_rubric_score,B_rubric_score,reasoning_B,B,reasoning,0.022387954890812863,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_B,B,2,B_grp_2,B_evidence_support_rating,B_evidence_support_rating,reasoning_B,B,reasoning,0.035874896727960966,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_C,C,1,C_grp_1,C_evidence_support_rating,C_evidence_support_rating,reasoning_C,C,reasoning,0.02327504751321245,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_C,C,2,C_grp_2,C_latent_risk,C_latent_risk,reasoning_C,C,reasoning,0.0008997278982156371,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_C,C,3,C_grp_3,C_latent_strength,C_latent_strength,reasoning_C,C,reasoning,0.03361634782056041,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_D,D,1,D_grp_1,D_evidence_support_rating,D_evidence_support_rating,reasoning_D,D,reasoning,0.03695637244862078,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_D,D,2,D_grp_2,D_overall_founder_quality,D_overall_founder_quality,reasoning_D,D,reasoning,0.06570956348086211,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_E,E,1,E_grp_1,E_hidden_risk,E_hidden_risk,reasoning_E,E,reasoning,-0.016312513332762027,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_E,E,2,E_grp_2,E_hidden_upside,E_hidden_upside,reasoning_E,E,reasoning,0.020779701114948305,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_E,E,3,E_grp_3,E_evidence_support_rating,E_evidence_support_rating,reasoning_E,E,reasoning,0.022422857672021314,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,1,F_grp_1,F_career_coherence | F_ownership_signal | F_rubric_score | F_trajectory_strength,F_trajectory_strength,reasoning_F,F,reasoning,-0.002812363013576644,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,1,F_grp_1,F_career_coherence | F_ownership_signal | F_rubric_score | F_trajectory_strength,F_ownership_signal,reasoning_F,F,reasoning,-0.0028414233438181957,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,1,F_grp_1,F_career_coherence | F_ownership_signal | F_rubric_score | F_trajectory_strength,F_career_coherence,reasoning_F,F,reasoning,-0.017794121185834205,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,1,F_grp_1,F_career_coherence | F_ownership_signal | F_rubric_score | F_trajectory_strength,F_rubric_score,reasoning_F,F,reasoning,-0.006754520619861545,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,2,F_grp_2,F_evidence_support_rating,F_evidence_support_rating,reasoning_F,F,reasoning,0.03237348491893182,repeat_01_fold_01,1,1
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,3,F_grp_3,F_scrappiness,F_scrappiness,reasoning_F,F,reasoning,0.0012195888823017908,repeat_01_fold_01,1,1
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,1,competition_grp_1,founding_role_count | founding_timing | industry_alignment | industry_pivot_count | is_serial_founder | longest_founding_tenure | max_company_size_before_founding | max_seniority_reached | persistence_score | prestige_sacrifice_score | restlessness_score | sacrifice_x_serial | total_inferred_experience | years_in_large_company,max_company_size_before_founding,HQ,HQ,hq,0.058834252263871976,repeat_01_fold_01,1,1
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,1,competition_grp_1,founding_role_count | founding_timing | industry_alignment | industry_pivot_count | is_serial_founder | longest_founding_tenure | max_company_size_before_founding | max_seniority_reached | persistence_score | prestige_sacrifice_score | restlessness_score | sacrifice_x_serial | total_inferred_experience | years_in_large_company,prestige_sacrifice_score,HQ,HQ,hq,0.06611722191724112,repeat_01_fold_01,1,1
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,1,competition_grp_1,founding_role_count | founding_timing | industry_alignment | industry_pivot_count | is_serial_founder | longest_founding_tenure | max_company_size_before_founding | max_seniority_reached | persistence_score | prestige_sacrifice_score | restlessness_score | sacrifice_x_serial | total_inferred_experience | years_in_large_company,years_in_large_company,HQ,HQ,hq,0.04489917948648129,repeat_01_fold_01,1,1
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,1,competition_grp_1,founding_role_count | founding_timing | industry_alignment | industry_pivot_count | is_serial_founder | longest_founding_tenure | max_company_size_before_founding | max_seniority_reached | persistence_score | prestige_sacrifice_score | restlessness_score | sacrifice_x_serial | total_inferred_experience | years_in_large_company,founding_timing,HQ,HQ,hq,-0.003903769315649033,repeat_01_fold_01,1,1
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,1,competition_grp_1,founding_role_count | founding_timing | industry_alignment | industry_pivot_count | is_serial_founder | longest_founding_tenure | max_company_size_before_founding | max_seniority_reached | persistence_score | prestige_sacrifice_score | restlessness_score | sacrifice_x_serial | total_inferred_experience | years_in_large_company,max_seniority_reached,HQ,HQ,hq,0.03456532222018327,repeat_01_fold_01,1,1
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,1,competition_grp_1,founding_role_count | founding_timing | industry_alignment | industry_pivot_count | is_serial_founder | longest_founding_tenure | max_company_size_before_founding | max_seniority_reached | persistence_score | prestige_sacrifice_score | restlessness_score | sacrifice_x_serial | total_inferred_experience | years_in_large_company,restlessness_score,HQ,HQ,hq,-0.015223479240020554,repeat_01_fold_01,1,1
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,1,competition_grp_1,founding_role_count | founding_timing | industry_alignment | industry_pivot_count | is_serial_founder | longest_founding_tenure | max_company_size_before_founding | max_seniority_reached | persistence_score | prestige_sacrifice_score | restlessness_score | sacrifice_x_serial | total_inferred_experience | years_in_large_company,founding_role_count,HQ,HQ,hq,0.015184137422141303,repeat_01_fold_01,1,1
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,1,competition_grp_1,founding_role_count | founding_timing | industry_alignment | industry_pivot_count | is_serial_founder | longest_founding_tenure | max_company_size_before_founding | max_seniority_reached | persistence_score | prestige_sacrifice_score | restlessness_score | sacrifice_x_serial | total_inferred_experience | years_in_large_company,longest_founding_tenure,HQ,HQ,hq,-0.01708522529313871,repeat_01_fold_01,1,1
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,1,competition_grp_1,founding_role_count | founding_timing | industry_alignment | industry_pivot_count | is_serial_founder | longest_founding_tenure | max_company_size_before_founding | max_seniority_reached | persistence_score | prestige_sacrifice_score | restlessness_score | sacrifice_x_serial | total_inferred_experience | years_in_large_company,industry_pivot_count,HQ,HQ,hq,0.012425715621536725,repeat_01_fold_01,1,1
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,1,competition_grp_1,founding_role_count | founding_timing | industry_alignment | industry_pivot_count | is_serial_founder | longest_founding_tenure | max_company_size_before_founding | max_seniority_reached | persistence_score | prestige_sacrifice_score | restlessness_score | sacrifice_x_serial | total_inferred_experience | years_in_large_company,industry_alignment,HQ,HQ,hq,0.06498962296647436,repeat_01_fold_01,1,1
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,1,competition_grp_1,founding_role_count | founding_timing | industry_alignment | industry_pivot_count | is_serial_founder | longest_founding_tenure | max_company_size_before_founding | max_seniority_reached | persistence_score | prestige_sacrifice_score | restlessness_score | sacrifice_x_serial | total_inferred_experience | years_in_large_company,total_inferred_experience,HQ,HQ,hq,-0.012497611605992906,repeat_01_fold_01,1,1
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,1,competition_grp_1,founding_role_count | founding_timing | industry_alignment | industry_pivot_count | is_serial_founder | longest_founding_tenure | max_company_size_before_founding | max_seniority_reached | persistence_score | prestige_sacrifice_score | restlessness_score | sacrifice_x_serial | total_inferred_experience | years_in_large_company,is_serial_founder,HQ,HQ,hq,0.007544031224686846,repeat_01_fold_01,1,1
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,1,competition_grp_1,founding_role_count | founding_timing | industry_alignment | industry_pivot_count | is_serial_founder | longest_founding_tenure | max_company_size_before_founding | max_seniority_reached | persistence_score | prestige_sacrifice_score | restlessness_score | sacrifice_x_serial | total_inferred_experience | years_in_large_company,sacrifice_x_serial,HQ,HQ,hq,0.04164943238382513,repeat_01_fold_01,1,1
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,1,competition_grp_1,founding_role_count | founding_timing | industry_alignment | industry_pivot_count | is_serial_founder | longest_founding_tenure | max_company_size_before_founding | max_seniority_reached | persistence_score | prestige_sacrifice_score | restlessness_score | sacrifice_x_serial | total_inferred_experience | years_in_large_company,persistence_score,HQ,HQ,hq,0.004073525738992309,repeat_01_fold_01,1,1
