track,feature_set_id,feature_set_label,grouping_spec_id,grouping_spec_label,grouping_scope_id,grouping_scope_label,cluster_signature,representative_cluster_name,original_feature,source_family_id,source_family_label,feature_group,weight_mean,weight_std,abs_weight_mean,weight_sign_flip_rate,loading_mean,loading_std,abs_loading_mean,loading_sign_flip_rate,split_count
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_A,A,A_career_coherence | A_evidence_support_rating | A_trajectory_strength,A_grp_1,A_career_coherence,reasoning_A,A,reasoning,0.33003637768337457,0.05798667804729441,0.33003637768337457,0.0,0.6739510291349572,0.03527735549285174,0.6739510291349572,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_A,A,A_career_coherence | A_evidence_support_rating | A_trajectory_strength,A_grp_1,A_evidence_support_rating,reasoning_A,A,reasoning,0.9261881327960803,0.02893937259671531,0.9261881327960803,0.0,0.7365328067363323,0.06005401991203387,0.7365328067363323,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_A,A,A_career_coherence | A_evidence_support_rating | A_trajectory_strength,A_grp_1,A_trajectory_strength,reasoning_A,A,reasoning,0.1501936423477215,0.08058200639359246,0.15705761981570707,0.08333333333333333,0.6520685234167733,0.028808543220802892,0.6520685234167733,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_A,A,A_ownership_signal | A_scrappiness,A_grp_2,A_ownership_signal,reasoning_A,A,reasoning,0.6206381462693455,0.0896478461729385,0.6206381462693455,0.0,0.7051170652408046,0.005042134864300095,0.7051170652408046,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_A,A,A_ownership_signal | A_scrappiness,A_grp_2,A_scrappiness,reasoning_A,A,reasoning,0.7760809319832438,0.06685762547320569,0.7760809319832438,0.0,0.7231056146342528,0.020086574867623837,0.7231056146342528,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_B,B,B_evidence_support_rating,B_grp_2,B_evidence_support_rating,reasoning_B,B,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_B,B,B_rubric_score,B_grp_1,B_rubric_score,reasoning_B,B,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_C,C,C_evidence_support_rating | C_latent_strength,C_grp_1,C_evidence_support_rating,reasoning_C,C,reasoning,0.45980084956160266,0.3375209553075802,0.5285823447235584,0.10416666666666667,0.792165076632875,0.21154271119830073,0.792165076632875,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_C,C,C_evidence_support_rating | C_latent_strength,C_grp_1,C_latent_strength,reasoning_C,C,reasoning,0.7623450593442705,0.3057659136725909,0.7988297235525178,0.041666666666666664,0.8189793119944717,0.21109048162027652,0.8189793119944717,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_C,C,C_latent_risk,C_grp_2,C_latent_risk,reasoning_C,C,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_D,D,D_evidence_support_rating,D_grp_1,D_evidence_support_rating,reasoning_D,D,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_D,D,D_overall_founder_quality,D_grp_2,D_overall_founder_quality,reasoning_D,D,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_E,E,E_evidence_support_rating | E_hidden_upside,E_grp_1,E_evidence_support_rating,reasoning_E,E,reasoning,0.6621219092845062,0.23301373372860937,0.6622156610625853,0.020833333333333332,0.7556366174458109,0.10547733013366875,0.7556366174458109,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_E,E,E_evidence_support_rating | E_hidden_upside,E_grp_1,E_hidden_upside,reasoning_E,E,reasoning,0.6678046584757539,0.24766129139881715,0.6793773006752986,0.020833333333333332,0.7537919722652933,0.08626121232268794,0.7537919722652933,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_2,2 groups per family,reasoning_E,E,E_hidden_risk,E_grp_2,E_hidden_risk,reasoning_E,E,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,A_career_coherence | A_trajectory_strength,A_grp_2,A_career_coherence,reasoning_A,A,reasoning,0.9037169787637457,0.04667350023873785,0.9037169787637457,0.0,0.8078778549174214,0.14517075851878156,0.8078778549174214,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,A_career_coherence | A_trajectory_strength,A_grp_2,A_trajectory_strength,reasoning_A,A,reasoning,0.37474907149552483,0.20169367883705472,0.40897196134897545,0.08333333333333333,0.7492022810268436,0.07454451413394632,0.7492022810268436,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,A_evidence_support_rating,A_grp_3,A_evidence_support_rating,reasoning_A,A,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,A_ownership_signal | A_scrappiness,A_grp_1,A_ownership_signal,reasoning_A,A,reasoning,0.6206381462693455,0.0896478461729385,0.6206381462693455,0.0,0.7051170652408046,0.005042134864300095,0.7051170652408046,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_A,A,A_ownership_signal | A_scrappiness,A_grp_1,A_scrappiness,reasoning_A,A,reasoning,0.7760809319832438,0.06685762547320569,0.7760809319832438,0.0,0.7231056146342528,0.020086574867623837,0.7231056146342528,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_B,B,B_evidence_support_rating,B_grp_2,B_evidence_support_rating,reasoning_B,B,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_B,B,B_rubric_score,B_grp_1,B_rubric_score,reasoning_B,B,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_C,C,C_evidence_support_rating,C_grp_1,C_evidence_support_rating,reasoning_C,C,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_C,C,C_latent_risk,C_grp_2,C_latent_risk,reasoning_C,C,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_C,C,C_latent_strength,C_grp_3,C_latent_strength,reasoning_C,C,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_D,D,D_evidence_support_rating,D_grp_1,D_evidence_support_rating,reasoning_D,D,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_D,D,D_overall_founder_quality,D_grp_2,D_overall_founder_quality,reasoning_D,D,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_E,E,E_evidence_support_rating,E_grp_3,E_evidence_support_rating,reasoning_E,E,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_E,E,E_hidden_risk,E_grp_1,E_hidden_risk,reasoning_E,E,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_a_b_c_d_e,HQ + A+B+C+D+E,per_family_3,3 groups per family,reasoning_E,E,E_hidden_upside,E_grp_2,E_hidden_upside,reasoning_E,E,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_B,B,B_evidence_support_rating,B_grp_2,B_evidence_support_rating,reasoning_B,B,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_B,B,B_rubric_score,B_grp_1,B_rubric_score,reasoning_B,B,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_C,C,C_evidence_support_rating | C_latent_strength,C_grp_1,C_evidence_support_rating,reasoning_C,C,reasoning,0.45980084956160266,0.3375209553075802,0.5285823447235584,0.10416666666666667,0.792165076632875,0.21154271119830073,0.792165076632875,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_C,C,C_evidence_support_rating | C_latent_strength,C_grp_1,C_latent_strength,reasoning_C,C,reasoning,0.7623450593442705,0.3057659136725909,0.7988297235525178,0.041666666666666664,0.8189793119944717,0.21109048162027652,0.8189793119944717,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_C,C,C_latent_risk,C_grp_2,C_latent_risk,reasoning_C,C,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_D,D,D_evidence_support_rating,D_grp_1,D_evidence_support_rating,reasoning_D,D,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_D,D,D_overall_founder_quality,D_grp_2,D_overall_founder_quality,reasoning_D,D,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_E,E,E_evidence_support_rating | E_hidden_upside,E_grp_1,E_evidence_support_rating,reasoning_E,E,reasoning,0.6621219092845062,0.23301373372860937,0.6622156610625853,0.020833333333333332,0.7556366174458109,0.10547733013366875,0.7556366174458109,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_E,E,E_evidence_support_rating | E_hidden_upside,E_grp_1,E_hidden_upside,reasoning_E,E,reasoning,0.6678046584757539,0.24766129139881715,0.6793773006752986,0.020833333333333332,0.7537919722652933,0.08626121232268794,0.7537919722652933,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_E,E,E_hidden_risk,E_grp_2,E_hidden_risk,reasoning_E,E,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_scrappiness | F_trajectory_strength,F_grp_1,F_career_coherence,reasoning_F,F,reasoning,0.6434118074477921,0.27566391915959687,0.678448067061188,0.08333333333333333,0.5549912532868703,0.20047762840599434,0.5549912532868703,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_scrappiness | F_trajectory_strength,F_grp_1,F_ownership_signal,reasoning_F,F,reasoning,0.2695035620083608,0.15232681632237316,0.2865652664874516,0.08333333333333333,0.5512376490902029,0.18738603510693494,0.5512376490902029,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_scrappiness | F_trajectory_strength,F_grp_1,F_rubric_score,reasoning_F,F,reasoning,0.3967034884124215,0.07086592378239688,0.3967034884124215,0.0,0.5550239628765624,0.19053109309908883,0.5550239628765624,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_scrappiness | F_trajectory_strength,F_grp_1,F_scrappiness,reasoning_F,F,reasoning,0.24694778513305113,0.22531849721472733,0.30152111911759544,0.125,0.5276797852654348,0.1604147955428207,0.5276797852654348,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_scrappiness | F_trajectory_strength,F_grp_1,F_trajectory_strength,reasoning_F,F,reasoning,0.36444792730944836,0.08500269667913778,0.36444792730944836,0.0,0.5544871497228736,0.1913274966909857,0.5544871497228736,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_2,2 groups per family,reasoning_F,F,F_evidence_support_rating,F_grp_2,F_evidence_support_rating,reasoning_F,F,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_B,B,B_evidence_support_rating,B_grp_2,B_evidence_support_rating,reasoning_B,B,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_B,B,B_rubric_score,B_grp_1,B_rubric_score,reasoning_B,B,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_C,C,C_evidence_support_rating,C_grp_1,C_evidence_support_rating,reasoning_C,C,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_C,C,C_latent_risk,C_grp_2,C_latent_risk,reasoning_C,C,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_C,C,C_latent_strength,C_grp_3,C_latent_strength,reasoning_C,C,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_D,D,D_evidence_support_rating,D_grp_1,D_evidence_support_rating,reasoning_D,D,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_D,D,D_overall_founder_quality,D_grp_2,D_overall_founder_quality,reasoning_D,D,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_E,E,E_evidence_support_rating,E_grp_3,E_evidence_support_rating,reasoning_E,E,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_E,E,E_hidden_risk,E_grp_1,E_hidden_risk,reasoning_E,E,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_E,E,E_hidden_upside,E_grp_2,E_hidden_upside,reasoning_E,E,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_trajectory_strength,F_grp_1,F_career_coherence,reasoning_F,F,reasoning,0.667237854249143,0.2983411175212454,0.7126195918948307,0.08333333333333333,0.5755037145785341,0.09847268162737506,0.5755037145785341,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_trajectory_strength,F_grp_1,F_ownership_signal,reasoning_F,F,reasoning,0.2948603433113513,0.18438346985806486,0.312512482756129,0.08333333333333333,0.5732738061933965,0.09735945895196613,0.5732738061933965,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_trajectory_strength,F_grp_1,F_rubric_score,reasoning_F,F,reasoning,0.4227505793330291,0.07608483633499945,0.4227505793330291,0.0,0.5767524950865069,0.0980133438261029,0.5767524950865069,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_trajectory_strength,F_grp_1,F_trajectory_strength,reasoning_F,F,reasoning,0.38923015795934285,0.09401737566524757,0.38923015795934285,0.0,0.576094239477166,0.0978797307645576,0.576094239477166,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_evidence_support_rating,F_grp_2,F_evidence_support_rating,reasoning_F,F,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_b_c_d_e_f,HQ + B+C+D+E+F,per_family_3,3 groups per family,reasoning_F,F,F_scrappiness,F_grp_3,F_scrappiness,reasoning_F,F,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_scrappiness | F_trajectory_strength,F_grp_1,F_career_coherence,reasoning_F,F,reasoning,0.6434118074477921,0.27566391915959687,0.678448067061188,0.08333333333333333,0.5549912532868703,0.20047762840599434,0.5549912532868703,0.0,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_scrappiness | F_trajectory_strength,F_grp_1,F_ownership_signal,reasoning_F,F,reasoning,0.2695035620083608,0.15232681632237316,0.2865652664874516,0.08333333333333333,0.5512376490902029,0.18738603510693494,0.5512376490902029,0.0,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_scrappiness | F_trajectory_strength,F_grp_1,F_rubric_score,reasoning_F,F,reasoning,0.3967034884124215,0.07086592378239688,0.3967034884124215,0.0,0.5550239628765624,0.19053109309908883,0.5550239628765624,0.0,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_scrappiness | F_trajectory_strength,F_grp_1,F_scrappiness,reasoning_F,F,reasoning,0.24694778513305113,0.22531849721472733,0.30152111911759544,0.125,0.5276797852654348,0.1604147955428207,0.5276797852654348,0.0,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_scrappiness | F_trajectory_strength,F_grp_1,F_trajectory_strength,reasoning_F,F,reasoning,0.36444792730944836,0.08500269667913778,0.36444792730944836,0.0,0.5544871497228736,0.1913274966909857,0.5544871497228736,0.0,48
augmentation,hq_plus_f,HQ + F,per_family_2,2 groups per family,reasoning_F,F,F_evidence_support_rating,F_grp_2,F_evidence_support_rating,reasoning_F,F,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_trajectory_strength,F_grp_1,F_career_coherence,reasoning_F,F,reasoning,0.667237854249143,0.2983411175212454,0.7126195918948307,0.08333333333333333,0.5755037145785341,0.09847268162737506,0.5755037145785341,0.0,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_trajectory_strength,F_grp_1,F_ownership_signal,reasoning_F,F,reasoning,0.2948603433113513,0.18438346985806486,0.312512482756129,0.08333333333333333,0.5732738061933965,0.09735945895196613,0.5732738061933965,0.0,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_trajectory_strength,F_grp_1,F_rubric_score,reasoning_F,F,reasoning,0.4227505793330291,0.07608483633499945,0.4227505793330291,0.0,0.5767524950865069,0.0980133438261029,0.5767524950865069,0.0,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_career_coherence | F_ownership_signal | F_rubric_score | F_trajectory_strength,F_grp_1,F_trajectory_strength,reasoning_F,F,reasoning,0.38923015795934285,0.09401737566524757,0.38923015795934285,0.0,0.576094239477166,0.0978797307645576,0.576094239477166,0.0,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_evidence_support_rating,F_grp_2,F_evidence_support_rating,reasoning_F,F,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
augmentation,hq_plus_f,HQ + F,per_family_3,3 groups per family,reasoning_F,F,F_scrappiness,F_grp_3,F_scrappiness,reasoning_F,F,reasoning,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige | degree_level | edu_prestige_tier | field_relevance_score | industry_prestige_penalty | prestige_x_relevance | stem_flag,competition_grp_2,best_degree_prestige,HQ,HQ,hq,0.49778025650415225,0.021884640307550052,0.49778025650415225,0.0,0.4741219286607064,0.010005016137534883,0.4741219286607064,0.0,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige | degree_level | edu_prestige_tier | field_relevance_score | industry_prestige_penalty | prestige_x_relevance | stem_flag,competition_grp_2,degree_level,HQ,HQ,hq,0.17101742007554074,0.03371202546503369,0.17101742007554074,0.0,0.2849427132396702,0.008346726844388627,0.2849427132396702,0.0,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige | degree_level | edu_prestige_tier | field_relevance_score | industry_prestige_penalty | prestige_x_relevance | stem_flag,competition_grp_2,edu_prestige_tier,HQ,HQ,hq,0.497780256504153,0.021884640307550673,0.497780256504153,0.0,0.4741219286607065,0.010005016137535072,0.4741219286607065,0.0,48
competition,hq_only,HQ,total_groups_6,6 total groups,full_route,HQ,best_degree_prestige | degree_level | edu_prestige_tier | field_relevance_score | industry_prestige_penalty | prestige_x_relevance | stem_flag,competition_grp_2,field_relevance_score,HQ,HQ,hq,0.2260742546407187,0.03333969561920415,0.2260742546407187,0.0,0.3229930290696244,0.011141023331906079,0.3229930290696244,0.0,48
